,title,budget,revenue,genres,production_countries,production_companies,adult,popularity,original_language,release_date,runtime,vote_average,vote_count
0,Out of Scale,0,0,"Animation, Family",United States of America,,False,2.197,en,1951-11-02,7,7.0,10
1,Out on a Limb,0,0,Animation,United States of America,Walt Disney Productions,False,1.937,en,1950-12-15,7,5.7,11
2,Plutopia,0,0,"Animation, Comedy, Family",United States of America,Walt Disney Productions,False,2.319,en,1951-05-18,7,5.0,11
3,Pluto's Dream House,0,0,"Animation, Family",United States of America,"Walt Disney Productions, RKO Radio Pictures",False,2.964,en,1940-08-30,7,5.2,14
4,Pluto's Judgement Day,0,0,Animation,United States of America,"Walt Disney Productions, United Artists",False,3.202,en,1935-09-27,7,6.4,17
5,Pluto's Party,0,0,Animation,United States of America,Walt Disney Productions,False,1.372,en,1952-09-19,7,5.8,13
6,R'Coon Dawg,0,0,Animation,United States of America,Walt Disney Productions,False,1.188,en,1951-08-09,7,5.7,8
7,Rugged Bear,0,0,Animation,United States of America,Walt Disney Productions,False,2.371,en,1953-10-23,6,7.0,15
8,Runaway Brain,0,0,"Horror, Animation, Comedy",,Walt Disney Pictures,False,3.449,en,1995-08-11,10,6.2,23
9,Santa's Workshop,13157,0,Animation,United States of America,"Walt Disney Productions, United Artists",False,2.544,en,1932-12-10,7,6.4,34
10,Sea Salts,0,0,Animation,United States of America,,False,2.79,en,1949-04-08,7,6.1,10
11,Sleepy Time Donald,0,0,"Animation, Comedy, Family",United States of America,"Walt Disney Productions, RKO Radio Pictures",False,2.157,en,1947-07-11,7,5.8,18
12,Slide Donald Slide,0,0,"Animation, Comedy, Family",United States of America,"Walt Disney Productions, RKO Radio Pictures",False,2.702,en,1949-11-25,7,6.3,10
13,"Totò, Vittorio and the Doctor",0,0,Comedy,Italy,Titanus,False,1.907,it,1957-01-01,,5.7,11
14,St. Michael Had a Rooster,0,0,"Drama, History",Italy,"Ager Cinematografica, RAI",False,0.656,it,1972-01-01,90,6.0,6
15,"Saturday, Sunday and Friday",0,0,Comedy,"Spain, Italy","As Films Producción, Dania Film, Medusa Distribuzione, National Cinematografica",False,1.386,it,1979-06-06,108,5.4,7
16,"Krishna, The Birth",0,0,"Animation, Drama, Adventure",India,,False,0.6,hi,2006-08-16,72,0.0,0
17,Paganini Horror,0,0,"Horror, Music",Italy,Fulvia Film,False,3.116,it,1989-06-06,82,3.6,9
18,Ozzy Osbourne- Blizzard Of Ozz Tour 82,0,0,Music,,,False,0.882,en,2010-05-03,,0.0,0
19,Pink Floyd: Live in Venice,0,0,Music,,,False,1.241,en,1989-07-15,90,3.8,2
20,At the Sinatra Club,2500000,0,"Action, Crime, Drama, Thriller",United States of America,"san pietro productions, Ubatz Productions, United Pacific Studios",False,1.323,en,2010-09-01,85,3.8,4
