,title,budget,revenue,genres,production_countries,production_companies,adult,popularity,original_language,release_date,runtime,vote_average,vote_count
0,Absences,0,0,"Romance, Drama",Greece,"ERT1, Greek Film Centre",False,1.12,el,1987-10-01,107,9.0,1
1,Ao to Shiro de Mizuiro,0,0,Drama,Japan,,False,0.6,ja,2001-12-01,47,6.0,1
2,"Sabi Mo Mahal Mo Ako, Wala Ng Bawian",0,0,"Romance, Action, Comedy",Philippines,Star Cinema – ABS-CBN Film Productions,False,1.463,en,1997-01-01,,0.0,0
3,A Touch of the Sun,0,0,Comedy,United Kingdom,Raymond Stross Productions,False,0.687,en,1956-10-01,80,7.0,2
4,Fridericus Rex - 1. Teil: Sturm und Drang,0,0,,,,False,0.655,en,1922-01-02,,0.0,0
5,Freies Volk,0,0,Drama,Germany,,False,0.6,de,1925-01-02,,0.0,0
6,The Black Arrow,0,0,"Adventure, History",United States of America,"Edward Small Productions, Columbia Pictures",False,1.473,en,1948-03-18,76,5.3,3
7,Friesennot,0,0,Drama,Germany,,False,1.491,de,1935-11-19,97,5.0,1
8,From the Burning Embers,0,0,,,,False,0.6,en,1988-01-02,,0.0,0
9,Aksim,0,0,Animation,,,False,1.348,ko,2014-07-19,29,0.0,0
10,Rabbit 105,0,0,Horror,Argentina,"Camargo Cine, Werner Cine",False,0.6,es,2013-09-26,17,0.0,0
11,From Spikes to Spindles,0,0,,,,False,0.6,en,1976-01-02,,0.0,0
12,Front,0,0,,,,False,0.6,en,1943-01-02,,5.0,1
13,Fifteen Wives,0,0,Mystery,United States of America,Invincible Pictures Corp.,False,0.6,en,1934-07-15,65,0.0,0
14,West 10 LDN,0,0,Drama,United Kingdom,"Stealth Films, Kudos",False,0.993,en,2008-03-10,60,6.0,1
15,Mack Blaster - The World in the Crosshairs,0,0,,,,False,0.659,en,2014-07-19,17,0.0,0
16,Shadow,0,0,,,,False,0.6,zh,2014-02-01,23,0.0,0
17,Thomas und seine Freunde - Der Held der Schienen,0,0,,,,False,0.6,de,2010-06-25,,0.0,0
18,Quick Draw Joe,0,0,"Action, Western",Japan,Nikkatsu Corporation,False,0.6,ja,1961-04-01,79,0.0,0
19,UFC on Fox 12: Lawler vs. Brown,0,735,,,,False,0.6,en,2014-07-26,122,0.0,0
20,Vorrei vederti ballare,0,0,,,,False,0.707,it,2012-12-06,,4.0,1
21,Ray Gun Virus,0,0,,United States of America,,False,0.621,en,1966-10-01,14,8.0,1
22,Grog,0,0,,,,False,0.664,it,1982-09-03,,0.0,0
23,Another Void,0,0,,,,False,1.095,en,2012-03-22,10,0.0,0
24,Dokument NES,0,0,Documentary,Sweden,,False,0.6,en,2014-06-07,170,0.0,0
25,Sshtoorrty,0,0,Drama,Canada,,False,0.652,fa,2005-03-19,20,4.0,2
26,Turn Turn Turn,0,0,Documentary,United States of America,,False,0.6,en,1966-01-01,8,0.0,0
27,23​/69: Underground Explosion,0,0,,Austria,,False,1.4,en,1969-03-19,5,10.0,2
28,"One, Two, Buckle My Shoe",0,0,,,,False,2.437,en,1992-01-19,90,6.5,12
29,The Adventures of Gar El Hama,0,0,,,,False,0.841,en,1914-01-02,20,0.0,0
30,Diary of a Lover,0,0,Drama,,"BR-Alpha, Provobis Film, Westdeutscher Rundfunk",False,1.4,en,1977-09-13,92,5.0,1
31,George Saakadze,0,0,"History, War","Georgia, Soviet Union",Georgian-Film,False,0.6,ka,1942-11-14,184,4.5,2
32,The German Emperor Reviewing His Troops,0,0,,,,False,0.6,en,1895-01-02,1,0.5,1
33,Germanin - Die Geschichte einer kolonialen Tat,0,0,Drama,Germany,,False,0.6,de,1943-01-02,,5.0,1
34,La Gerusalemme liberata,0,0,"Action, Adventure, Drama",Italy,Max Film,False,0.6,it,1957-12-23,,5.0,1
