,title,budget,revenue,genres,production_countries,production_companies,adult,popularity,original_language,release_date,runtime,vote_average,vote_count
0,Sei atti unici in bianco e nero,0,0,Comedy,,,False,1.09,it,,,0.0,0
1,Grandpa Is Dead,0,0,Comedy,Philippines,"Sine Direk, APT Entertainment, Directors Guild of the Philippines",False,0.661,tl,2009-05-06,90,5.5,2
2,Oklahoma Annie,0,0,"Comedy, Western",United States of America,Republic Pictures,False,0.6,en,1952-03-24,90,0.0,0
3,Up In the Club - Las Vegas,0,0,,,,True,0.6,en,2005-12-30,102,0.0,0
4,Hey Babe!,0,0,"Romance, Comedy, Drama",Philippines,Star Cinema – ABS-CBN Film Productions,False,1.166,en,1999-08-25,,2.0,1
5,Up In the Club - New York,0,0,,,,True,0.6,en,2006-12-29,101,0.0,0
6,Minor,0,0,Drama,Philippines,"Crown Seven Ventures, Viva Films",False,1.4,en,2013-01-03,90,3.0,1
7,Up in the Club: L.A.,0,0,,,,True,0.6,en,2004-12-30,116,0.0,0
8,Bangkok China Town,0,0,Action,Thailand,Sahamongkolfilm,False,0.6,th,2004-05-14,112,4.3,2
9,Sex Scandal,0,0,,,,False,0.6,en,2003-11-19,,0.0,0
10,Der Nikolaus im Haus,0,0,"Romance, TV Movie, Comedy","Austria, Germany",ORF,False,0.84,de,2008-12-04,,5.5,2
11,You Can't Fool Your Wife,0,0,Comedy,United States of America,RKO Radio Pictures,False,0.621,en,1940-05-21,68,5.0,1
12,Bruno Mars - BBC Radio 1's Big Weekend 2013 Derry-Londonderry,0,0,"Music, Documentary",United Kingdom,BBC,False,0.6,en,2013-05-26,42,9.0,1
13,Dr. Karn,0,0,"Drama, Crime",Thailand,,False,0.6,th,1973-03-27,153,0.0,0
14,Playing Dangerous 2,0,0,,,,False,0.636,en,1996-06-06,97,0.0,0
15,Prop and Berta,0,0,"Animation, Family",Denmark,Zentropa Entertainments,False,1.025,da,2001-01-26,,5.3,3
16,Claycat's Hitman Absolution,0,0,Animation,,,False,0.6,en,2012-10-05,2,0.0,0
17,a_ética,0,0,Crime,Brazil,Cinema em Cena Produções,False,1.4,pt,2008-09-28,15,4.3,3
18,Cinema Six,0,0,Comedy,,,False,0.6,en,2013-11-19,80,6.0,1
19,Robo with a Shotgun,0,0,Animation,,,False,0.6,en,2012-02-07,1,0.0,0
20,Kleine Schiffe,0,0,,,,False,0.627,de,2013-12-06,90,5.0,1
21,Postman Pat's Pet Sematary,0,0,"Horror, Animation",,,False,1.003,en,2013-09-02,2,6.3,4
22,Buddenbrooks - 2. Teil,0,0,"Drama, History",Germany,Filmaufbau,False,0.659,de,1959-11-19,107,7.0,2
23,Creeper Autopsy,0,0,Animation,,,False,0.6,en,2011-11-14,1,0.0,0
24,Claycat's The Thing,0,0,"Animation, Horror",,,False,1.4,en,2012-04-12,2,6.7,3
25,Claycat's Evil Dead II,0,0,"Animation, Horror",,,False,0.88,en,2012-07-14,2,5.0,1
26,Pataface,0,0,Animation,,,False,0.6,en,2013-04-02,2,0.0,0
27,Nel blu dipinto di blu,0,0,Music,Italy,Cine Produzione Astoria,False,0.655,it,1959-01-01,,0.0,0
28,Io mammeta e tu,0,0,"Comedy, Music",,,False,1.196,it,1958-01-01,,5.5,2
29,Giove in doppiopetto,0,0,"Comedy, Music",,,False,0.655,it,1954-01-01,,0.0,0
30,Hala,0,0,"Crime, Action",Thailand,Phranakorn Film,False,0.6,en,2003-09-30,108,5.0,1
31,Lisa dagli occhi blu,0,0,"Comedy, Music",Italy,Mondial Televisione Film,False,0.823,it,1969-01-01,,4.0,1
32,Una lacrima sul viso,0,0,"Comedy, Music",,,False,0.6,it,1964-01-01,,0.0,0
33,Carmela è una bambola,0,0,"Comedy, Music",,,False,1.271,it,1958-01-01,90,7.0,2
34,The Wetback Hound,0,0,Family,,Walt Disney Productions,False,0.6,en,1957-06-19,18,7.0,2
35,Foothold on Antarctica,0,0,,,,False,0.6,en,1957-01-01,20,0.0,0
36,Portugal,0,0,"Family, Documentary",,Walt Disney Productions,False,0.6,en,1957-12-25,30,0.0,0
37,Trees and Jamaica Daddy,0,0,,,,False,0.6,en,1957-12-29,7,0.0,0
38,Journey Into Spring,0,0,Documentary,United Kingdom,British Transport Films,False,0.655,en,1958-01-01,28,0.0,0
39,The Kiss,0,0,,,,False,0.6,en,1958-09-16,29,0.0,0
40,Snows of Aorangi,0,0,,,,False,0.6,en,1958-01-01,19,0.0,0
41,Oeuverture,0,0,,,,False,0.6,en,1959-06-02,10,0.0,0
42,The Golden Fish,0,0,,,,False,0.6,en,1959-01-01,19,7.0,2
43,3:30,0,0,"Action, Drama, Crime",,,False,0.6,en,2013-08-01,15,0.0,0
44,Between the Tides,0,0,,,,False,0.6,en,1958-01-01,20,0.0,0
45,Skyscraper,0,0,Documentary,United States of America,Joseph Burstyn Film Enterprises,False,1.121,en,1960-04-26,21,8.0,1
46,The Wedding,0,0,Drama,Spain,Meridional Producciones,False,0.67,en,2013-01-01,12,0.0,0
47,The Violinist,0,0,,,,False,0.6,en,1959-01-01,8,0.0,0
