,title,budget,revenue,genres,production_countries,production_companies,adult,popularity,original_language,release_date,runtime,vote_average,vote_count
0,Fowl Weather,0,0,,,,False,1.201,en,1953-04-03,7,7.3,3
1,Upswept Hare,0,0,,,,False,0.702,en,1953-03-13,7,6.0,2
2,Cats A-Weigh!,0,0,,,,False,0.667,en,1953-11-27,7,6.0,1
3,Easy Peckin's,0,0,,,,False,0.6,en,1953-10-16,8,0.0,0
4,Hare Trimmed,0,0,"Comedy, Animation",United States of America,Warner Bros. Pictures,False,1.021,en,1953-06-19,7,6.0,2
5,Wee-Willie Wildcat,0,0,"Animation, Comedy",United States of America,MGM Cartoon Studio,False,0.6,en,1953-06-20,6,0.0,0
6,Winner by a Hare,0,0,,,,False,1.091,en,1953-04-16,,0.0,0
7,Toreadorable,0,0,,,,False,0.6,en,1953-06-12,,0.0,0
8,Starting from Hatch,0,0,,,,False,1.4,en,1953-03-05,,0.0,0
9,Northwest Mousie,0,0,,,,False,1.091,en,1953-12-17,,0.0,0
10,When Mousehood Was in Flower,0,0,,,,False,0.6,en,1953-05-20,,0.0,0
11,Heaven or Vegas,0,0,Drama,United States of America,Storm Entertainment,False,0.696,en,1999-02-02,106,3.5,2
12,Chilly Willy,0,0,Animation,,Walter Lantz Productions,False,0.651,en,1953-12-20,6,6.5,2
13,"Popeye, the Ace of Space",0,0,,,,False,0.624,en,1953-10-02,,6.0,1
14,Ancient Fistory,0,0,"Comedy, Animation, Family",United States of America,Famous Studios,False,0.882,en,1953-01-29,7,6.0,1
15,Herman the Catoonist,0,0,,,,False,0.6,en,1953-05-14,,0.0,0
16,Popeye's Mirthday,0,0,,,,False,0.6,en,1953-05-21,,0.0,0
17,Wrestling Wrecks,0,0,Animation,,Walter Lantz Productions,False,0.621,en,1953-07-19,,6.0,1
18,Of Rice and Hen,0,0,Animation,United States of America,Warner Bros. Pictures,False,1.181,en,1953-11-13,7,5.7,3
19,Cobs and Robbers,0,0,Animation,,Metro-Goldwyn-Mayer,False,1.125,en,1953-03-13,,0.0,0
20,Of Mice and Magic,0,0,,,,False,1.101,en,1953-02-19,,0.0,0
21,Runaway Mouse,0,0,,,,False,0.6,en,1953-10-22,,0.0,0
22,Buccaneer Woodpecker,0,0,Animation,,Walter Lantz Productions,False,0.871,en,1953-04-19,,6.0,1
23,Ung frue forsvunnet,0,0,Drama,Norway,Carlmar Film,False,0.88,no,1953-08-26,91,6.5,1
24,Tom Tom Tomcat,0,0,,,,False,0.901,en,1953-06-26,7,6.5,2
25,Isabel,0,0,"Mystery, Fantasy, Horror, Thriller, Drama",Czech Republic,,False,0.6,cs,2013-05-09,,0.0,0
26,Maw and Paw,0,0,Animation,,Walter Lantz Productions,False,0.6,en,1953-08-09,6,0.0,0
27,Half-Pint Palomino,0,0,,,,False,1.122,en,1953-11-09,,0.0,0
28,Belle Boys,0,0,Animation,,Walter Lantz Productions,False,0.6,en,1953-09-13,,7.0,1
29,Hypnotic Hick,0,0,Animation,,Walter Lantz Productions,False,0.6,en,1953-08-25,,6.0,1
30,Hysterical History,0,0,,,,False,0.6,en,1953-01-22,,0.0,0
31,Hot Rods,0,0,,,,False,1.4,en,1953-05-18,,0.0,0
32,Drinks on the Mouse,0,0,,,,False,0.6,en,1953-08-27,,0.0,0
33,Med Ingrid Bergman på Berns,0,0,,,,False,0.6,en,1953-11-12,,0.0,0
34,How to Relax,0,0,,,,False,0.6,en,1953-10-29,,0.0,0
