,title,budget,revenue,genres,production_countries,production_companies,adult,popularity,original_language,release_date,runtime,vote_average,vote_count
0,Long Distance Revolutionary: A Journey with Mumia Abu-Jamal,0,0,Documentary,United States of America,Street Legal Cinema,False,0.84,en,2013-02-01,120,10.0,1
1,Screwed By The Boss,0,0,,,,True,0.6,en,2005-03-21,240,0.0,0
2,The Snow Queen,7000000,12400000,"Animation, Fantasy, Family",Russia,Bazelevs Production,False,6.977,ru,2012-10-11,76,5.6,79
3,Bugge Wesseltoft Live in Helsinki - Festival Kansi Auki,0,0,,,,False,0.6,it,2011-11-16,,7.0,1
4,Outpost: Rise of the Spetsnaz,0,0,"Action, Horror, Science Fiction",United Kingdom,Black Camel Pictures,False,2.716,en,2013-06-26,87,5.3,25
5,"Bound for the Fields, the Mountains, and the Seacoast",0,0,Drama,Japan,"Video Audio Project (VAP), Nippon Television Network (NTV)",False,1.27,ja,1986-10-04,135,8.5,2
6,Brooklyn Dodgers: The Ghosts of Flatbush,0,0,,,,False,1.198,en,2007-07-11,,8.5,2
7,Strawberry Shortcake in Big Apple City,0,0,"Animation, Family, Fantasy, TV Movie",United States of America,"Muller-Rosen Productions, Perpetual Motion Pictures",False,0.6,en,1981-04-10,24,6.0,1
8,Deep Purple: In Concert with The London Symphony Orchestra,0,0,Music,,,False,0.6,en,2000-02-07,120,8.7,3
9,Away from it All,0,0,,United Kingdom,Python (Monty) Pictures Limited,False,1.255,en,1979-01-01,13,6.3,3
10,Before Morning,0,0,,,,False,0.6,en,1933-10-18,56,3.7,3
11,Some People,0,0,,United Kingdom,Vic Films Productions,False,0.6,en,1962-05-31,90,8.0,2
12,NOFX: The Decline,0,0,,,,False,0.6,en,2012-09-12,18,0.0,0
13,The Reich Underground,0,0,Documentary,"Germany, Poland",Spiegel TV,False,0.6,en,2004-01-01,104,0.0,0
14,Mala Leche,0,0,,Chile,,False,0.6,es,2004-04-16,,6.3,3
15,Goodbye Love,0,0,Comedy,United States of America,Jefferson Pictures Corporation,False,0.86,en,1933-11-09,67,0.0,0
