,title,budget,revenue,genres,production_countries,production_companies,adult,popularity,original_language,release_date,runtime,vote_average,vote_count
0,Mickey's Mix-Up,0,0,,,,False,0.6,en,1929-10-12,,0.0,0
1,German + Rain,0,0,"Comedy, Drama",Japan,Yokohama Productions,False,0.6,en,2007-04-20,71,0.0,0
2,Mickey's Big Moment,0,0,,,,False,0.6,en,1929-11-09,,0.0,0
3,Bringing Up Girls in Bohemia,0,0,,Czech Republic,,False,1.021,cs,1997-05-14,,7.0,2
4,Mickey's Champs,0,0,,,,False,0.6,en,1930-02-02,,0.0,0
5,Mickey's Explorers,0,0,,,,False,0.657,en,1930-02-16,,0.0,0
6,Mickey's Warriors,0,0,,,,False,0.841,en,1930-05-24,,0.0,0
7,I Live For Love,0,0,"Comedy, Romance",United States of America,"The Vitaphone Corporation, Warner Bros. Pictures",False,0.711,en,1935-09-28,64,5.0,2
8,Sunset at Chaophraya,2000000,0,"Drama, Romance",Thailand,M39 Pictures,False,0.6,th,2013-04-04,130,6.5,2
9,Mickey's Stampede,0,0,,,,False,0.805,en,1931-02-06,,0.0,0
10,Megadeth: [1992] Italy,0,0,,,,False,0.6,en,1992-08-06,,8.0,1
11,Mickey's Rebellion,0,0,,,,False,0.6,en,1931-06-23,,0.0,0
12,Kiss: Sao Paulo,0,0,,,,False,0.6,en,1994-08-06,,0.0,0
13,Mickey's Wildcats,0,0,,,,False,0.6,en,1931-09-11,,0.0,0
14,Mickey's Thrill Hunters,0,0,,,,False,0.877,en,1931-09-18,,0.0,0
15,"Sir Norbert Smith, a Life",0,0,Comedy,,,False,0.84,en,1989-11-03,50,0.0,0
16,Bis wir uns wiedersehn,0,0,"Drama, Romance",Germany,"Gloria-Film GmbH, Roxy Film",False,1.121,de,1952-10-06,84,4.0,1
17,Bikini Outlaws,0,0,Crime,United States of America,Wicked Pictures,True,0.6,en,2013-06-19,109,9.0,3
18,Chiens savants: la danse serpentine,0,0,,,,False,0.6,en,1898-08-06,1,6.5,2
19,Warriors of Faith,0,0,"War, History, Drama",,,False,0.675,cs,1947-03-28,,7.0,1
20,The Ball Game,0,0,,,,False,0.695,en,1898-05-19,1,4.5,2
21,The Metamorphosis,0,0,,,,False,0.6,en,2012-12-15,3,10.0,1
22,The Zoo,0,0,,,,False,0.846,en,2012-12-08,17,0.0,0
23,Wide Eyed,0,0,,,,False,0.6,en,2013-08-03,12,0.0,0
24,The Oysterman,0,0,,,,False,0.6,en,,15,0.0,0
25,Maul,0,0,,,,False,0.6,en,2013-08-03,10,0.0,0
26,Thanks for the Ride,0,0,,,,False,0.959,en,2013-08-03,17,0.0,0
27,The Misfortune of Others,0,0,,,,False,0.84,en,2013-08-03,12,0.0,0
28,The Amber Amulet,0,0,,,,False,0.6,en,2013-02-12,23,0.0,0
29,Mickey's Helping Hand,0,0,,,,False,0.805,en,1931-12-18,,0.0,0
30,Booty Pageant,0,0,Comedy,United States of America,Wicked Pictures,True,0.6,en,2013-02-05,146,0.0,0
31,Mickey's Big Business,0,0,,,,False,0.6,en,1932-05-20,,0.0,0
