,title,budget,revenue,genres,production_countries,production_companies,adult,popularity,original_language,release_date,runtime,vote_average,vote_count
0,Einer bleibt sitzen,0,0,Drama,Germany,,False,0.6,de,2008-10-08,,0.0,0
1,Ohnsorg Theater - Ein Mann ist kein Mann,0,0,Comedy,Germany,,False,0.84,de,1989-01-29,,0.0,0
2,The Guest,0,0,"Drama, Thriller",,,False,1.4,en,2013-05-28,11,0.0,0
3,"Ohnsorg Theater - Was rastet, das kostet",0,0,Comedy,Germany,,False,0.6,de,1987-01-01,,0.0,0
4,Everything Is Samuel L. Jackson's Fault,0,0,,,,False,0.6,en,2013-09-17,3,9.0,2
5,NBA: 25 Years of Champions,0,0,,,,False,0.6,en,,,0.0,0
6,Ohnsorg Theater - Bleibt alles in der Familie,0,0,Comedy,Germany,,False,0.6,de,1986-06-21,,0.0,0
7,Ohnsorg Theater - Die fröhliche Tankstelle,0,0,Comedy,Germany,,False,0.6,de,1983-01-01,,0.0,0
8,The Olympic Ticket Scalper,0,0,,,,False,1.36,en,2012-08-21,4,7.5,2
9,Ohnsorg Theater Hamburger Bier,0,0,Comedy,Germany,,False,0.6,de,1981-01-01,,0.0,0
10,Fallen,0,0,Thriller,United Kingdom,,False,1.4,de,2004-11-30,,0.0,0
11,"Ohnsorg Theater - Cowboys, Quiddjes und Matrosen",0,0,Comedy,Germany,,False,0.6,de,1978-01-01,,0.0,0
12,Fireflies in the Abyss,0,0,,,,False,0.6,en,2015-10-05,92,7.0,2
13,From the Mouth of the Mariner,0,0,,,,False,0.6,en,2015-06-03,5,0.0,0
14,Project Senium,0,0,,,,False,0.6,en,2015-05-07,10,0.0,0
15,Life Under Water,0,0,,,,False,0.66,en,1989-04-12,56,7.0,2
16,"Bunnicula, the Vampire Rabbit",0,0,"Family, Animation, TV Movie",United States of America,"Taft Entertainment Company, Ruby-Spears Productions",False,0.6,en,1982-01-09,23,0.0,0
17,The Horror Seasons,0,0,,,,False,1.092,en,2005-02-14,80,0.0,0
18,The Truth Revealed,0,0,,,,False,0.6,en,1910-01-15,8,0.0,0
19,Battle of the Bulge: Panzer Marche - The Dash for Bastogne,0,0,"Documentary, History, War",United Kingdom,Battlefield History TV,False,0.6,en,2013-07-18,90,0.0,0
20,Der Komödienstadl - Der verkaufte Großvater,0,0,,,,False,0.6,de,1998-08-15,,0.0,0
21,Flower of Evil,0,0,Drama,Italy,Società Italiana Cines,False,0.6,it,1915-10-04,62,0.0,0
22,Etienne Daho au KOKO Theatre de Londres,0,0,,,,False,0.6,fr,2015-11-14,,0.0,0
23,Driftwood,0,0,,,,False,0.883,en,2016-01-24,75,6.0,1
24,A Conversation with The Masters: The Empire Strikes Back 30 Years Later,0,0,Documentary,United States of America,Lucasfilm,False,1.4,en,2011-09-19,25,8.0,1
25,Smølferne 3 - Den utroligt skrumpende troldmand,0,0,"Animation, Adventure, Family",United States of America,Hanna-Barbera Productions,False,0.6,da,2011-05-03,,0.0,0
26,Marina and the Diamonds Neon Nature Tour,0,0,,,,False,0.6,fr,2015-11-04,,0.0,0
27,A Pious Man,0,0,,United States of America,,False,0.885,en,2014-03-12,13,0.0,0
28,Two Faces,0,0,,,,False,1.094,en,2010-02-12,25,0.0,0
29,The Navajo's Bride,0,0,,,,False,0.841,en,1910-05-31,15,0.0,0
30,Erotic Trap,0,0,Drama,France,Paris Interproductions (PIP),False,0.655,ab,1969-04-30,85,0.0,0
31,Smølferne 5 - Kongesmølf,0,0,"Animation, Adventure, Family",United States of America,Hanna-Barbera Productions,False,0.6,da,2011-08-02,,0.0,0
32,Jacqueline Ess,0,0,Horror,,,False,0.859,en,,,0.0,0
33,Smølferne 6 - St. Smølf og dragen,0,0,"Animation, Adventure, Family",United States of America,Hanna-Barbera Productions,False,0.6,da,2011-08-02,,0.0,0
34,All My Heroes Are Dead,0,0,Thriller,,,False,1.34,en,,,0.0,0
35,Smølferne 7 - Romeo og Smølfine,0,0,"Animation, Adventure, Family",United States of America,Hanna-Barbera Productions,False,0.6,da,2011-08-02,,0.0,0
36,Sandcastle,0,0,,,,False,1.4,en,2013-10-15,83,0.0,0
37,Chhutii Aar Picnic,0,0,,,,False,0.6,en,2014-07-18,72,0.0,0
38,Hopscotch,0,0,,,,False,0.6,en,2015-05-10,87,0.0,0
39,Cast the First Stone,0,0,Drama,,,False,0.6,de,1989-11-13,89,0.0,0
40,Midnight Souls,0,0,Horror,Honduras,"Cana Vista Films, Sigmavision Films",False,0.6,es,2002-07-12,120,0.0,0
41,Do Nothing Bitches,0,0,Comedy,,,False,0.84,en,,,0.0,0
42,Nina,0,0,Drama,Canada,,False,0.6,fr,2015-09-13,15,0.0,0
43,Das Missverständnis,0,0,Comedy,Germany,,False,0.6,de,1960-02-29,,0.0,0
44,Hermie & Friends: Stanley the Stinkbug Goes To Camp,0,0,Family,,GlueWorks Entertainment,False,1.128,en,2006-02-11,40,0.0,0
45,My Tears Are Dry,0,0,,United States of America,,False,0.843,en,2009-06-16,4,0.0,0
46,Lost Words,0,0,,Bulgaria,,False,0.6,bg,2010-11-19,25,0.0,0
47,GO BAG,0,0,"Action, Adventure",,,False,1.111,en,2016-01-12,9,0.0,0
48,Like Dawn to Dust,0,0,,,,False,0.6,en,1983-01-01,6,0.0,0
49,A Skinny Little Man Attacked Daddy,0,0,,,,False,0.84,en,1994-01-01,23,0.0,0
50,Saccade,0,0,,,,False,0.6,en,2004-01-01,4,0.0,0
51,Echoes from the Minaret,0,0,Drama,"Brunei Darussalam, Malaysia","Filem Negara Malaysia, Brunei's Religious Affairs Department",False,0.6,ms,1968-10-22,,0.0,0
52,Strawberry Shortcake: Berry Tales,0,0,"Animation, Family",United States of America,,False,0.6,en,2015-08-11,67,0.0,0
53,Phil Collins: Live at Perkins Palace,0,0,Music,,,False,0.6,en,1982-12-19,56,10.0,1
