,title,budget,revenue,genres,production_countries,production_companies,adult,popularity,original_language,release_date,runtime,vote_average,vote_count
0,The Stranger,0,0,Documentary,Denmark,"TV 2, Det Danske Filminstitut",False,0.6,da,2017-09-14,100,4.7,3
1,Ocean Wonders - Inside the Monterey Bay Aquarium,0,0,Documentary,,,False,0.6,en,2015-01-01,1,0.0,0
2,6 Days,0,0,"Documentary, Music",,,False,0.667,en,2008-03-31,45,0.0,0
3,Help! I'm Trapped In A Movie,0,0,,,,False,0.614,en,2017-08-07,10,0.0,0
4,Tokyo Phoenix - The Rise of Modern Japan,0,0,"History, Documentary","Japan, France","ARTE, CC&C, NHK",False,1.73,fr,2017-05-20,90,0.0,0
5,Highway to the Arctic,0,0,Documentary,Germany,"ARTE, Kick Film Produktion, Saarländischer Rundfunk",False,0.706,de,2017-02-21,,0.0,0
6,Fireman Sam: Snow Trouble,0,0,,,,False,0.6,en,2013-02-08,65,0.0,0
7,Buttsex Nymphos 3,0,0,,,,True,0.6,en,2014-08-27,186,0.0,0
8,True as a Turtle,0,0,Comedy,,The Rank Organisation,False,0.6,en,1957-02-01,96,0.0,0
9,Sanne Wallis de Vries: Kaka Passa,0,0,"Documentary, Comedy",,,False,0.6,nl,2011-01-01,,0.0,0
10,Shukranallah,0,0,Documentary,,,False,1.162,en,2016-01-01,33,5.0,2
11,Buttsex Nymphos 2,0,0,,United States of America,,True,0.6,en,2013-06-25,237,0.0,0
12,Teddybears live,0,0,,Sweden,,False,0.6,sv,2016-12-31,,0.0,0
13,Qui Va A La Chasse,0,0,Comedy,,,False,0.6,fr,2008-02-14,,0.0,0
14,Titta jag flyger... igen,0,0,,,,False,0.6,sv,2015-08-22,,0.0,0
15,Y'a pas d'âge pour s'aimer,0,0,Comedy,France,,False,0.6,fr,2002-01-01,,0.0,0
16,Luk'Luk'I,0,0,Drama,Canada,,False,0.6,en,2017-09-10,90,0.0,0
17,Poomaram,0,252900,Music,India,"Lime Light Cinemas, Dr. Pauls Entertainment",False,2.402,ml,2018-03-15,152,6.6,4
18,Rotten Love,2000,0,"Thriller, Horror, Drama",Sweden,"Cuprite Productions, Bloody FIerce Productions",False,0.65,en,2017-08-04,11,10.0,1
19,The Bells,0,0,"Crime, Horror, Drama",United Kingdom,British Sound Film Productions,False,0.6,en,1931-01-01,75,0.0,0
20,Seul au milieu des ours,0,0,Documentary,United Kingdom,BBC,False,0.844,fr,2010-01-01,,0.0,0
21,Unknown Powers,0,0,"Mystery, Documentary, Drama",United States of America,,False,0.6,en,1978-01-01,97,0.0,0
22,Bobby,0,0,"Comedy, Romance",India,Suhara Entertainment,False,0.6,ml,2017-08-18,142,4.1,5
23,Bill's Legacy,0,0,Comedy,United Kingdom,Julius Hagen Productions,False,0.6,en,1931-11-01,57,0.0,0
24,Big Butts Like It Big #7,0,0,,United States of America,Brazzers,True,0.6,en,2010-09-29,211,0.0,0
25,Brown Sugar,0,0,Romance,United Kingdom,Julius Hagen Productions,False,0.6,en,1931-03-31,70,0.0,0
26,Third World Boys,0,0,"Comedy, Adventure",India,Little Big Films,False,0.957,ml,,,0.0,0
27,Pullikaran Staraa,0,0,"Comedy, Drama",India,,False,0.934,ml,2017-09-01,135,4.9,4
28,The Art of Singing: Golden Voices of the Century,0,0,Documentary,United States of America,KQED,False,0.6,en,1998-03-25,,0.0,0
29,The Queen's Monastery,0,0,Animation,,,False,0.6,en,1998-10-01,7,0.0,0
30,Deep Anal Drilling 5,0,0,,,,True,0.6,en,2013-11-20,135,0.0,0
31,Deep Anal Drilling 4,0,0,,,,True,0.6,en,2012-12-19,131,0.0,0
32,Saber crecer,0,0,"Romance, Drama",Paraguay,,False,0.6,es,2017-08-11,90,0.0,0
33,Roberto the Insect Architect,0,0,,,,False,0.6,en,,12,0.0,0
34,Ghostbrothers,0,0,"History, Documentary, Family","Austria, Croatia, Germany, Sweden","Zvonko Produktion, Svenska Filminstitutet",False,0.6,sv,2017-01-31,68,0.0,0
35,Hondo & Fabian,0,0,,,,False,0.6,en,2006-01-01,5,0.0,0
36,Empeliculados,0,0,Comedy,,,False,0.834,es,2017-04-20,,0.5,1
37,The Craft,0,0,,,,False,0.6,en,2017-07-13,16,0.0,0
38,Symptom X,0,0,Drama,,,False,0.6,en,,67,0.0,0
39,Mindfulness: Be Happy Now,0,0,Documentary,United States of America,,False,1.179,en,2015-11-10,84,9.5,2
40,The Grammar of Happiness,0,0,Documentary,Australia,Essential Media and Entertainment,False,1.345,en,2012-01-25,52,0.0,0
41,Rogue Warrior: Robot Fighter,3800000,0,"Action, Science Fiction",United States of America,"Empire Motion pictures, Pacific Coast Entertainment",False,2.176,en,2017-06-06,101,5.8,5
42,El árbol,0,0,"Family, Drama",Argentina,Tercera Orilla Cine,False,0.6,es,2006-04-17,65,0.0,0
43,Kinogamma Part One: East,0,0,,,,False,0.6,en,,76,0.0,0
44,Kinogamma Part Two: Far East,0,0,,,,False,0.6,en,,70,0.0,0
45,Hombres de Mal Tiempo,0,0,,,,False,0.841,es,1968-01-01,32,0.0,0
46,Angel Perverse 14,0,0,,,Evil Angel,True,0.6,en,2010-02-05,117,0.0,0
47,L'argent,0,0,,,,False,0.6,fr,1936-05-25,,0.0,0
48,La natura delle cose,0,0,,,,False,0.6,it,2016-08-10,,0.0,0
49,UFO Journals,0,0,,,,False,0.6,en,,,0.0,0
50,The Casualties: Made In N.Y.C.,0,0,Music,,,False,0.6,en,2007-09-27,55,0.0,0
51,Fuzzy Lips 1,0,0,,,,True,0.6,en,2014-04-24,,0.0,0
52,Fuzzy Lips 2,0,0,,,,True,0.6,ja,2014-06-06,,0.0,0
53,The Wilde Wedding,0,0,Comedy,United States of America,Baby Mugs Films,False,3.187,en,2017-09-15,95,5.7,33
54,Oil Overload 11,0,0,,,,True,0.6,en,2014-06-24,199,0.0,0
55,Isla del tesoro,0,0,Documentary,Cuba,Instituto Cubano del Arte e Industrias Cinematográficos,False,0.6,es,1969-01-01,10,0.0,0
56,Beware of Images,0,0,,,,False,0.6,en,,,9.0,1
57,The Murder of Sadie Hartley,0,0,Documentary,United Kingdom,Raw Cut TV,False,0.894,en,2016-09-01,90,0.0,0
58,Anal Motherfucker,0,0,,,Evil Angel,True,0.6,en,2012-06-18,311,0.0,0
59,Anal Dolls,0,0,,,,True,0.6,en,2016-08-08,150,0.0,0
60,Music by the Pound: The Crown Records Story,0,0,Documentary,,,False,0.6,en,2017-04-21,45,0.0,0
61,La escuela de la señorita Olga,0,0,Documentary,Argentina,,False,0.6,es,1991-01-01,,0.0,0
62,My Big Black Stepbrother 2,0,0,,,,True,0.6,en,2017-07-25,152,0.0,0
63,Four Women – One Man,0,0,Documentary,Sweden,RealReel Production AB,False,0.6,fa,2007-12-07,76,0.0,0
64,My Big Black Stepbrother,0,0,,,,True,0.6,en,2016-11-08,144,0.0,0
65,O Brilho dos Meus Olhos,10000,0,,,,False,0.664,pt,,,0.0,0
66,Feast of Villains,0,0,,,,False,1.09,zh,,85,0.0,0
67,Papo de Botequim,0,0,,,,False,1.4,pt,,,0.0,0
68,Boca a Boca,0,0,,,,False,0.914,pt,,,0.0,0
69,Senhoras,0,0,,,,False,1.164,pt,,,0.0,0
70,Parafernalia,0,0,,,,False,0.6,pt,,75,0.0,0
71,Ensaio de Cinema,0,0,,,,False,0.876,pt,,,0.0,0
72,Com Vista Para o Céu,0,0,,,,False,0.664,pt,,,0.0,0
73,O Clube,0,0,,,,False,0.848,pt,2014-08-10,,0.0,0
74,Backpack,0,0,Drama,"Indonesia, Germany",Filmakademie Baden-Württemberg,False,0.804,de,,,0.0,0
75,Dream Fucks,0,0,,,,True,0.6,en,2017-02-20,120,0.0,0
76,Reward Unlimited,0,0,,,,False,0.6,en,1944-02-02,10,0.0,0
77,Queen: Greatest Video Hits 3,0,0,,,,False,0.6,en,2017-08-11,,0.0,0
78,Guns N' Roses Live Era,0,0,,,,False,0.6,en,1993-08-11,,0.0,0
79,So Young So Sexy POV 3,0,0,,United States of America,Digital Sin,True,0.6,en,2011-03-17,153,0.0,0
80,So Young So Sexy POV 4,0,0,,United States of America,Digital Sin,True,0.6,en,2011-11-17,180,0.0,0
81,Le ciel est à nous,0,0,,,,False,0.871,fr,1997-06-25,,5.0,1
82,The City at Night,0,0,Drama,United States of America,,False,0.6,en,2014-06-10,12,0.0,0
83,The Eternal Struggle,0,0,"Crime, Drama, Western",United States of America,Louis B. Mayer Productions,False,0.6,en,1923-10-08,,0.0,0
84,Fantasias Sexuais,0,0,Comedy,Brazil,,False,0.6,pt,1982-05-24,,0.0,0
85,Mountain Rest,0,0,Drama,,,False,0.84,en,2018-05-12,,6.0,1
