,title,budget,revenue,genres,production_countries,production_companies,adult,popularity,original_language,release_date,runtime,vote_average,vote_count
0,Some Pigs,0,0,,United States of America,Dick Wadd Productions,True,0.6,en,2002-01-01,147,0.0,0
1,Low Epic,0,0,,,,False,0.6,en,2011-09-03,5,0.0,0
2,The Artist’s Statement,0,0,,,,False,0.6,en,2012-03-18,7,0.0,0
3,Furlong,0,0,Drama,United States of America,,False,0.656,en,2019-05-11,10,0.0,0
4,Icarus,0,0,,,,False,0.6,en,2012-11-10,9,0.0,0
5,Some Men Are Islands,0,0,,,,False,0.6,en,2012-06-25,10,0.0,0
6,We Will Be Strong in Our Weakness,0,0,Drama,,,False,0.6,he,2011-02-17,60,0.0,0
7,"Wet, Raw & Deep",0,0,,United States of America,Dick Wadd Productions,True,0.6,en,2003-01-01,102,0.0,0
8,Kosovo: A Moment in Civilization,0,0,"Documentary, History, War",Serbia,Malagurski Cinema,False,0.6,en,2017-09-22,46,0.0,0
9,Reina de reinas: La Virgen María,0,0,,,,False,0.6,es,1948-02-11,,0.0,0
10,Bareback Dreams,0,0,,Canada,Dirty Dawg Productions,True,0.6,en,2011-03-22,87,0.0,0
11,Bareback Loads,0,0,,Canada,Dirty Dawg Productions,True,0.6,en,2010-08-18,87,0.0,0
12,Felix in Love,0,0,Animation,United States of America,Pat Sullivan Cartoons,False,0.6,en,1922-06-01,,0.0,0
13,Uncle and House,0,0,,,,False,1.072,zh,2019-07-12,90,0.0,0
14,Feathered Serpent,0,0,,"Guatemala, Mexico",,False,0.6,es,2019-03-13,94,0.0,0
15,Special Female Force 2: The Fatal Raid,0,0,,Hong Kong,,False,2.495,zh,2019-07-05,96,0.0,0
16,Walk With Me,0,0,Horror,Malaysia,,False,0.793,zh,2019-07-04,91,0.0,0
17,Darwin: No Services Ahead,0,0,,,,False,0.6,en,,87,0.0,0
18,3xFTM,0,0,,,,False,1.093,ko,2009-06-04,115,0.0,0
19,The Weight of Chains 3,0,0,Documentary,Canada,Malagurski Cinema,False,0.6,en,2019-12-31,,0.0,0
20,A Drag King Extravaganza,0,0,,,,False,0.843,en,2008-06-10,43,0.0,0
21,Belgrade with Boris Malagurski,0,0,Documentary,Serbia,Malagurski Cinema,False,0.6,en,2013-10-19,82,0.0,0
22,The Impossible Climb,0,0,Documentary,,Sender Films,False,0.656,en,2010-01-01,24,0.0,0
23,Man and the Sea,0,0,,Germany,,False,1.171,fr,2018-10-30,4,0.0,0
24,Do Me Bareback,0,0,,Canada,Dirty Dawg Productions,True,0.6,en,2009-12-08,95,0.0,0
25,Robert E. Fulton III Edit of Burroughs: The Movie,0,0,Documentary,United States of America,,False,0.661,en,2015-12-15,23,0.0,0
