,title,budget,revenue,genres,production_countries,production_companies,adult,popularity,original_language,release_date,runtime,vote_average,vote_count
0,Drama,0,0,Comedy,"India, United Kingdom","Varnachithra Good Line Productions, Lilypad Motion Pictures UK LTD",False,1.096,ml,2018-11-01,146,6.0,1
1,Peaceful Times (F02) Petit Film,0,0,"Animation, Music",Japan,Studio Khara,False,0.84,ja,2013-11-23,5,0.0,0
2,BRD,0,0,,,,False,0.6,en,2003-09-12,25,0.0,0
3,DDR,0,0,,,,False,0.6,en,2005-09-04,27,0.0,0
4,Pizza Hunt,0,0,"Comedy, Horror",,,False,0.6,en,2003-12-31,6,0.0,0
5,El Chevrolé,0,0,,,,False,0.6,es,,,0.0,0
6,Hollywood Premiere,0,0,Music,United States of America,Metro-Goldwyn-Mayer,False,0.6,en,1933-02-04,18,0.0,0
7,Pleasure Island,0,0,,United States of America,"Vitagraph, Warner Bros. Pictures",False,0.6,en,1933-02-24,18,0.0,0
8,Don't Come After Me,0,0,Thriller,Finland,Mangaani Motion Pictures,False,0.6,en,,,0.0,0
9,Abbai class ammayi mass,0,0,Drama,India,,False,0.658,te,2013-08-03,125,0.0,0
10,Mückenalarm - Invasion der Plagegeister,0,0,Documentary,Germany,"ECO Media TV-Produktion GmbH, ZDF, ARTE",False,0.6,de,2015-06-26,,10.0,1
11,Paul McCartney: Live at Grand Central Station,0,0,Music,United States of America,YouTube,False,0.6,en,2018-09-07,102,0.0,0
12,WD-40 - Né pour être sauvage,0,0,,,,False,0.6,fr,2008-07-29,,0.0,0
13,Mononc' Serge & Anonymus - Final Bâton,0,0,Music,,,False,0.6,fr,2011-03-29,,0.0,0
14,Under the Autumn Moon,0,0,"Romance, TV Movie",,Hallmark Entertainment,False,3.056,en,2018-10-13,84,6.0,7
15,"Love, Of Course",0,0,"Drama, Romance, TV Movie",,Hallmark Entertainment,False,2.727,en,2018-10-20,84,6.9,7
16,Under Suspicion for a Crime of Passion Aggravated by Triviality,0,0,,,,False,0.6,en,,15,0.0,0
17,UFC 228: Woodley vs. Till,0,0,Action,United States of America,Zuffa,False,0.69,en,2018-09-08,130,10.0,1
18,Ruhm in der Niederlage - John Ford und der Zweite Weltkrieg,0,0,Documentary,Germany,Spiegel TV,False,0.84,de,1998-01-01,,0.0,0
19,Sourires d'Asie,0,0,Comedy,,Universal Pictures France,False,0.6,fr,2005-02-04,,0.0,0
20,Exxxtra Small Chicks Fucking Huge Dicks 5,0,0,,United States of America,Team Skeet,True,0.6,en,2014-02-03,134,0.0,0
21,Këmishët me dyllë,0,0,"History, Drama, War",Albania,,False,0.6,en,1987-09-08,68,0.0,0
22,In the Name of Freedom,0,0,War,Albania,,False,0.6,sq,1987-09-09,76,0.0,0
23,Colonel Heeza Liar's African Hunt,0,0,"Animation, Comedy",,,False,1.165,en,1914-01-01,10,0.0,0
24,"Lino Ventura, la part intime",0,0,Documentary,France,ARTE,False,0.6,fr,2018-02-04,,0.0,0
25,As Divas Negras do Cinema Brasileiro,0,0,Documentary,Brazil,,False,0.626,pt,1989-01-01,,0.0,0
26,Along for the Ride,0,0,,United States of America,Wicked Pictures,True,0.6,en,2016-05-24,124,0.0,0
27,Shelter: Human Stories from Central America,0,0,Documentary,Mexico,Firpo Industries,False,0.6,en,,14,0.0,0
28,Tends-moi la main,0,0,Drama,France,"Les Films à Fleur de Peau, Côté Cour",False,1.756,fr,2019-05-29,,0.0,0
29,Barnstorm,0,0,,United States of America,Titan Media,True,0.6,en,2007-10-23,150,0.0,0
30,Play,0,0,Comedy,France,"Chapter 2, Moonshaker, Mars Film",False,0.932,fr,2019-10-30,,0.0,0
31,Il pugno di Gesù,0,0,Comedy,,handsUP! Film Production,False,0.602,it,2007-01-15,,0.0,0
32,Boom,0,0,,United States of America,Titan Media,True,0.6,en,2017-09-15,,0.0,0
33,Above All Things,0,0,"Comedy, Drama, Horror, Romance, Thriller",,,False,0.6,en,,94,0.0,0
