,title,budget,revenue,genres,production_countries,production_companies,adult,popularity,original_language,release_date,runtime,vote_average,vote_count
0,Jacob,0,0,"Family, Drama",Czech Republic,Filmové Studio Barrandov,False,0.661,cs,1977-03-01,77,8.0,1
1,Lush World: Brazilian Babe Wave,0,0,,,,True,0.6,en,2005-01-25,51,0.0,0
2,I Hate Vacations,0,0,"TV Movie, Comedy, Drama, Romance","Belgium, France","AT-Production, France 2 (FR2), Radio Télévision Belge Francophone",False,0.682,fr,2007-02-10,85,5.3,3
3,Starlets for Sale,0,0,,Hong Kong,Golden Film (Lui Chi) Company,False,0.6,cn,1977-09-16,88,0.0,0
4,Pornogra Follies,0,0,,,,False,0.84,en,1970-01-01,30,0.0,0
5,Legend of a Hero,0,0,Fantasy,United Kingdom,Murlin Films,False,0.6,en,1986-08-21,84,0.0,0
6,Moods of Love,0,0,"Romance, Drama",Hong Kong,Shaw Brothers,False,0.96,en,1977-01-01,,0.0,0
7,The Dog Who Loved Music,0,0,Animation,France,,False,0.6,fr,1973-01-01,7,8.0,1
8,Dormire,0,0,,,,False,1.126,en,1985-01-01,91,0.0,0
9,Za,0,0,,,,False,0.6,en,1969-03-09,24,0.0,0
10,Lapis Lazuli,0,0,,,,False,0.6,en,1972-03-09,29,0.0,0
11,Mr O's Book of the Dead,0,0,,,,False,0.6,ja,1973-01-01,90,0.0,0
12,Watchers 5: Let Me In,0,0,Documentary,United States of America,"Spiral of Life, Pinlight",False,0.6,en,2012-07-07,91,0.0,0
13,James Tont Operation T.W.O.,0,0,,,,False,1.091,it,1966-03-16,,0.0,0
14,O sole mio,0,0,Drama,Italy,,False,0.6,it,1946-01-07,,5.0,1
15,Watchers 6: The Secret Cosmic War,0,0,Documentary,United States of America,"Spiral of Life, pinlight",False,1.346,en,2013-03-09,78,0.0,0
16,Equilibrium - It's me you should love,0,0,Drama,Norway,NRM Film AS,False,0.6,no,1965-04-28,83,0.0,0
17,Silver Rain,0,0,Drama,,,False,0.6,en,2015-03-13,95,0.0,0
18,Youth without Age and Life without Death,0,0,"Family, Fantasy",Romania,Filmstudio București,False,0.6,ro,1970-08-06,87,0.0,0
19,"Hang in There, Kids!",0,0,"Comedy, Drama, Family",Taiwan,Sun Moon Stars Entertainment,False,0.639,zh,2016-03-18,90,0.0,0
20,Mary & Gordy - Spaß an der Verwandlung,0,0,Music,Germany,Bavaria Film,False,0.876,de,1987-01-01,,0.0,0
21,Modern,0,0,Animation,Japan,,False,1.4,ja,2010-01-01,6,5.0,1
22,Saving Borshia,0,0,"Adventure, Comedy",,,False,1.103,en,2016-03-05,110,0.0,0
23,Notation of Rotating Earth,0,0,Animation,Japan,,False,1.354,ja,2009-09-20,5,0.0,0
24,Kaçma Birader,0,0,Comedy,Turkey,Böcek Film,False,2.211,tr,2016-03-09,107,6.3,12
25,Rapt à Bamako,0,0,,,,False,0.6,it,,,0.0,0
26,"Making a Killing: Guns, Greed and the NRA",0,0,Documentary,,,False,1.178,en,2016-03-15,,10.0,1
27,Study,0,0,Animation,Japan,,False,1.4,ja,2008-11-03,3,0.0,0
28,The Art of Human Salvage,0,0,"Action, Adventure",,,False,1.4,en,2015-04-01,15,0.0,0
29,Graffiti Notation,0,0,Animation,Japan,,False,0.844,ja,2009-11-10,3,0.0,0
30,The iMom,0,0,"Science Fiction, Drama","Australia, United States of America",,False,2.007,en,2014-06-14,14,7.0,1
31,The Man From Death,0,0,"Action, Western",,,False,0.6,en,2016-02-25,13,0.0,0
32,Ardaas,0,0,"Drama, Family, Romance",India,Humble Motion Pictures,False,1.563,pa,2016-03-11,135,8.7,3
33,Lands Close to Paterson,0,0,,,,False,0.658,en,2013-01-01,35,0.0,0
34,März,0,0,,,,False,0.84,en,2008-01-01,83,5.0,1
35,"Überall ist es besser, wo wir nicht sind",0,0,Drama,Germany,Daniel Zuta Filmproduktion,False,0.6,en,1989-06-01,78,0.0,0
36,E nachtlang Füürland,0,0,,,,False,0.6,en,1982-01-01,90,0.0,0
37,The Suspected One,0,0,War,Bosnia and Herzegovina,Bosna Film,False,0.655,bs,1956-01-01,95,0.0,0
38,Tomten,0,0,"Fantasy, Drama",Sweden,Svensk Filmindustri,False,0.6,sv,1941-12-08,12,5.0,1
39,Boobs Beyond Belief 2,0,0,,United States of America,DDF Films,True,0.636,en,2015-08-12,122,7.0,1
40,Open Wound,0,0,"Horror, Drama",Serbia,Cinnamon Production,False,1.4,sr,2016-03-01,75,7.0,2
41,Above All Else,0,0,Documentary,United States of America,Live Unbound,False,0.6,en,2015-11-13,8,0.0,0
42,Eden,0,0,"Music, Animation",,,False,0.6,en,2015-12-29,3,0.0,0
43,Campagne Intime,0,0,Documentary,,,False,0.6,fr,2013-11-05,,0.0,0
44,Lovin' It,0,0,,United States of America,Evil Angel,True,0.6,en,2014-11-04,158,7.0,1
45,Big Boobs Are Cool! 3,0,0,,United States of America,Burning Angel Entertainment,True,0.6,en,2009-10-22,152,6.0,1
46,Coupez le son ! Le charisme politique,0,0,Documentary,,,False,0.629,fr,2007-05-04,,0.0,0
47,Mummy's Got Milk,0,0,,United Kingdom,Television X (TVX),True,0.6,en,2010-01-01,126,5.0,1
48,Interracial Squirt,0,0,,United States of America,Elegant Angel,True,0.6,en,2016-01-25,118,7.0,1
49,Life on the Thames,0,0,Documentary,United States of America,Metro-Goldwyn-Mayer,False,0.6,en,1950-08-26,9,0.0,0
50,Mighty Niagara,0,0,Documentary,United States of America,Metro-Goldwyn-Mayer,False,1.091,en,1943-01-30,10,0.0,0
51,The Mission Trail,0,0,Documentary,United States of America,Metro-Goldwyn-Mayer,False,1.341,en,1946-04-13,9,0.0,0
52,Modern Mexico City,0,0,Documentary,United States of America,Metro-Goldwyn-Mayer,False,0.841,en,1942-11-07,10,0.0,0
53,The Other Place,0,0,,,,False,1.4,nl,2016-02-10,,7.8,2
54,Modern Tokyo,0,0,Documentary,United States of America,Metro-Goldwyn-Mayer,False,0.6,en,1935-12-28,10,0.0,0
55,Monumental Utah,0,0,Documentary,United States of America,Metro-Goldwyn-Mayer,False,1.091,en,1944-07-29,9,0.0,0
56,Natural Wonders of Washington State,0,0,Documentary,United States of America,Metro-Goldwyn-Mayer,False,1.091,en,1939-10-02,9,0.0,0
57,A Day on Treasure Island,0,0,Documentary,United States of America,Metro-Goldwyn-Mayer,False,0.697,en,1939-09-02,10,6.0,1
58,Night Descends on Treasure Island,0,0,Documentary,United States of America,Metro-Goldwyn-Mayer,False,0.6,en,1940-01-20,8,0.0,0
59,Jonathan Lambert : L'homme qui ne dort jamais,0,0,Comedy,,,False,0.873,fr,2009-01-01,,9.0,1
60,Night Life in Chicago,0,0,Documentary,United States of America,Metro-Goldwyn-Mayer,False,1.091,en,1948-11-27,9,0.0,0
61,Old New Orleans,0,0,Documentary,United States of America,Metro-Goldwyn-Mayer,False,0.841,en,1940-12-21,9,0.0,0
62,The Italian Barber,0,0,,United States of America,American Mutoscope & Biograph,False,0.627,en,1911-01-09,17,0.0,0
63,On the Road to Monterrey,0,0,Documentary,United States of America,Metro-Goldwyn-Mayer,False,1.127,en,1943-03-27,9,0.0,0
64,Kadhalum Kadanthu Pogum,0,0,"Comedy, Drama, Romance",India,Thirukumaran Entertainment,False,3.387,ta,2016-03-11,136,7.0,19
65,The Porter,0,0,Drama,India,,False,1.127,ml,1996-03-11,,0.0,0
66,Dolf Jansen: De Nieuwsjager (Oudejaars 2014),0,0,,,,False,1.097,nl,2014-01-01,,0.0,0
67,Les Nuls : La Pub,0,0,Comedy,,,False,0.623,fr,1992-01-01,,8.0,1
68,Le Temps des Gitans Punk Opera,0,0,,,,False,0.6,fr,2007-06-15,,0.0,0
69,Christina,0,0,Drama,,,False,0.625,de,1953-10-08,,5.5,1
70,Strip-Tease Intégrale (vol.1),0,0,Documentary,,,False,0.6,fr,2009-11-04,,0.0,0
71,Strip-Tease Intégrale (vol. 2),0,0,Documentary,,,False,0.6,fr,2009-11-04,,0.0,0
72,Strip-Tease Intégrale (vol. 3),0,0,Documentary,,,False,0.6,fr,2009-11-04,,0.0,0
73,Strip-Tease Intégrale (vol. 4),0,0,Documentary,,,False,0.6,fr,2009-11-04,,0.0,0
74,Hridayathil Sookshikkan,0,0,"Drama, Romance",India,,False,0.84,ml,2005-02-18,,3.0,1
75,Kiss - Live In Nurburgring,0,0,,,,False,0.627,en,2012-10-01,114,0.0,0
76,The Killer's,0,0,,,,False,0.6,en,2012-08-08,15,7.0,3
77,Death,0,0,,,,False,0.6,en,2015-04-29,9,0.0,0
78,Roaming Through Northern Ireland,0,0,Documentary,United States of America,Metro-Goldwyn-Mayer,False,0.841,en,1949-07-09,8,0.0,0
79,Romantic Nevada,0,0,Documentary,United States of America,Metro-Goldwyn-Mayer,False,0.6,en,1943-04-24,9,0.0,0
80,Romantic Riviera,0,0,Documentary,United States of America,Metro-Goldwyn-Mayer,False,1.341,en,1951-06-23,9,0.0,0
81,Rural Mexico,0,0,Documentary,United States of America,Metro-Goldwyn-Mayer,False,1.341,en,1935-11-30,8,0.0,0
82,The Girl with Stories in Her Hair,0,0,Animation,United Kingdom,,False,0.6,en,2010-11-10,3,0.0,0
83,Scenic Grandeur,0,0,Documentary,United States of America,Metro-Goldwyn-Mayer,False,1.121,en,1941-12-14,9,7.0,1
84,Antilopen,0,0,"Horror, Comedy",Germany,Zuckerfilm,False,1.217,de,2013-10-23,12,0.0,0
85,The Last Company,0,0,Drama,Germany,Universum Film (UFA),False,0.961,de,1930-03-14,79,0.0,0
86,Scenic Oregon,0,0,Documentary,United States of America,Metro-Goldwyn-Mayer,False,0.871,en,1943-06-26,9,7.0,1
87,Scholastic England,0,0,Documentary,United States of America,Metro-Goldwyn-Mayer,False,0.841,en,1948-12-18,9,0.0,0
88,Beautiful Bavaria,0,0,Documentary,United States of America,Metro-Goldwyn-Mayer,False,0.841,en,1953-04-04,9,0.0,0
89,Ancient Egypt,0,0,Documentary,United States of America,Metro-Goldwyn-Mayer,False,0.841,en,1938-01-01,9,0.0,0
90,Springtime in the Netherlands,0,0,Documentary,United States of America,Metro-Goldwyn-Mayer,False,0.841,en,1950-01-01,9,0.0,0
91,Yellowstone Park: 'Nature's Playground',0,0,Documentary,United States of America,Metro-Goldwyn-Mayer,False,0.655,en,1936-04-18,9,0.0,0
92,Zeeland: 'The Hidden Paradise',0,0,Documentary,United States of America,Metro-Goldwyn-Mayer,False,1.127,en,1935-01-03,,0.0,0
93,Il cavallo del reggimento,0,0,,,,False,0.6,en,1911-09-15,4,0.0,0
94,Zion: Canyon of Colour,0,0,Documentary,United States of America,Metro-Goldwyn-Mayer,False,0.6,en,1934-11-27,8,0.0,0
95,Lea 4you,0,0,,Germany,Sexy Cora,True,0.6,en,2012-01-01,173,9.0,1
96,Strictly G.I.,0,0,,United States of America,,False,0.998,en,1943-01-01,20,8.0,1
97,Sciatori militari,0,0,,,,False,0.6,en,1911-03-26,3,0.0,0
98,Tasty Twinks,0,0,,,Gay Life Network,True,0.6,en,2009-01-01,155,0.0,0
99,Ascenzione al Dente del Gigante,0,0,,,,False,0.6,en,1911-03-12,11,0.0,0
100,In Deep Waters,0,0,"Animation, Drama","Canada, France","Papy3D Productions, National Film Board of Canada",False,0.744,fr,2015-06-11,12,5.0,2
101,The North Star,0,0,"Drama, History",United States of America,"LuckPig Studios, Reel Goode Productions, JRC Productions, Jersey Style Films Inc.",False,0.6,en,2016-03-01,88,5.0,1
102,Totò senz'acqua,0,0,,,,False,0.6,en,1911-07-28,7,0.0,0
103,Totò entusiasta della nuova moda,0,0,,,,False,0.6,en,1911-07-14,5,0.0,0
104,Bareback Thrill Ride,0,0,,,,True,0.6,en,2007-01-01,109,0.0,0
105,Tom & Jerry,0,0,Comedy,India,,False,0.6,ml,1996-04-15,134,5.5,2
106,Polidor al club della morte,0,0,,,,False,0.841,en,1912-11-12,10,0.0,0
107,Polidor contro la suocera,0,0,,,,False,0.6,en,1912-08-11,8,0.0,0
108,Jagathi Jagathish in Town,0,0,Comedy,India,,False,0.6,ml,2002-10-31,,2.0,1
109,Obrigado a Matar,0,0,Action,Brazil,J.A Cinema,False,0.6,pt,2004-01-01,44,1.0,1
110,Alibabayum Arara Kallanmarum,0,0,Comedy,India,Shreyas Cine Arts,False,0.84,ml,1998-09-12,116,0.0,0
111,El Ocaso del Cazador,0,0,"Crime, Drama",,,False,0.6,es,2017-02-24,,0.0,0
112,Africa Speaks -- English,0,0,Comedy,United States of America,Warner Bros. Pictures,False,1.127,en,1933-02-06,11,0.0,0
113,Liebe im Ring,0,0,Drama,Germany,,False,0.6,de,1930-03-17,,6.0,1
114,Avittam Thirunaal Aarogya Sriman,0,0,Drama,India,,False,0.621,ml,1995-08-14,150,8.0,1
115,Liebeswalzer,0,0,"Music, Comedy",Germany,Universum Film (UFA),False,0.84,de,1930-02-07,90,0.0,0
116,The Lieutenant's Last Fight,0,0,,,,False,1.4,en,1912-05-31,27,0.0,0
117,Mark Antony,0,0,Drama,India,,False,0.6,ml,2000-04-15,,0.0,0
118,Mazhavillu,0,0,Drama,India,,False,0.823,ml,1999-10-16,,6.0,1
119,Sommergibili nel Mediterraneo,0,0,,,,False,0.6,en,1912-10-03,8,0.0,0
120,Agitprop Train,0,0,,,,False,0.6,en,1917-11-22,8,0.0,0
121,Nacht und Träume,0,0,,Germany,,False,0.84,en,1983-05-19,11,0.0,0
122,Les Guignols de l'info : Putain 20 ans !,0,0,Comedy,,,False,0.6,fr,2009-03-16,,0.0,0
123,Rincasare non è sempre facile,0,0,,,,False,0.6,en,1912-07-12,12,0.0,0
124,Pony Trouble,0,0,,,,False,0.6,en,2005-11-03,98,0.0,0
125,Il biglietto da mille,0,0,,,,False,0.6,en,1912-03-13,16,0.0,0
126,I bottoni delle bretelle,0,0,,,,False,0.6,en,1912-12-13,4,0.0,0
127,Chasing Banksy,0,0,,,,False,0.6,en,2015-12-03,,9.0,1
128,The Heart of the King's Jester,0,0,,,,False,0.627,en,1912-01-03,15,0.0,0
129,Les vilains,0,0,,,,False,0.883,fr,2016-03-06,112,10.0,1
