,title,budget,revenue,genres,production_countries,production_companies,adult,popularity,original_language,release_date,runtime,vote_average,vote_count
0,Blow to the Heart,0,0,Drama,Italy,"Swan productions, Antea Cinematografica, RAI 1",False,0.84,it,1982-12-24,,5.5,4
1,Sweet Dreams,0,0,Comedy,Italy,,False,2.298,it,1981-09-10,105,7.0,28
2,Liza Minnelli: Liza's at The Palace,0,0,Music,United States of America,"Young Productions Inc, HDNet Films, American Public Television (APT)",False,0.6,en,2009-11-15,120,4.8,3
3,The Railroad Man,0,0,Romance,,,False,1.48,it,1956-11-21,115,7.5,13
4,Le vie del Signore sono finite,0,0,,,,False,2.383,it,1987-01-01,,7.5,26
5,Between The Walls,0,0,"Drama, Mystery",,,False,0.6,en,2006-08-06,72,6.0,1
6,"Mickey Mouse Monopoly: Disney, Childhood & Corporate Power",0,0,Documentary,United States of America,,False,0.6,en,2002-03-03,52,10.0,1
7,Little Dieter Needs to Fly,0,0,Documentary,"France, Germany, United Kingdom","Werner Herzog Filmproduktion, ZDF",False,2.685,en,1997-12-01,80,7.8,42
8,Moon of Avellaneda,0,0,"Drama, Romance",,,False,2.726,es,2004-01-01,143,6.8,27
9,Meantime,0,0,"Drama, Comedy, TV Movie",United Kingdom,"Central Productions, Mostpoint, Channel 4 Television",False,3.571,en,1983-10-16,102,6.9,36
10,Pro Dia Nascer Feliz,0,0,Documentary,Brazil,Globo Filmes,False,2.825,pt,2006-03-23,89,7.4,9
11,Rancid Aluminium,0,0,"Action, Comedy, Crime, Thriller",,,False,1.392,en,2000-01-21,91,3.4,7
12,Rapado,0,0,Drama,"Argentina, Netherlands","A.K. Films International, Producciones kilimanjaro",False,0.84,es,1992-08-01,75,5.7,3
13,Sonic: Night of the Werehog,0,0,Animation,Japan,"Sonic Team, SEGA",False,0.767,en,2008-11-21,11,5.8,4
14,The Jester's Tale,0,0,"History, Adventure, Comedy, Fantasy",Czech Republic,Filmové Studio Barrandov,False,0.718,cs,1964-05-05,82,7.0,2
15,Visit,0,0,"Drama, Horror",Philippines,Star Cinema – ABS-CBN Film Productions,False,0.6,en,2010-12-25,100,6.5,2
16,Whisper,0,0,"Comedy, Horror",Philippines,Star Cinema – ABS-CBN Film Productions,False,0.7,tl,2011-02-02,105,4.0,2
17,Your Only Mother: This Is the Last!,0,0,"Comedy, Drama",Philippines,Star Cinema – ABS-CBN Film Productions,False,0.728,en,2010-12-25,105,0.0,0
18,Ugler i mosen,0,0,"Adventure, Family, Mystery",Norway,IFAS-Film,False,0.6,no,1959-12-26,94,8.0,1
19,Tørres Snørtevold,0,0,"Comedy, Drama",Norway,Norsk Film,False,0.655,no,1940-12-26,,0.0,0
20,Sønner av Norge,0,0,Comedy,Norway,,False,0.6,no,1961-01-01,90,0.0,0
21,Sønner av Norge kjøper bil,0,0,Comedy,Norway,,False,0.6,no,1962-01-01,98,0.0,0
22,Frisky,0,0,"Comedy, Romance",,,False,2.836,it,1954-01-01,97,7.5,14
23,The Red Siren,0,0,"Adventure, Drama","Portugal, France",,False,0.84,fr,2002-01-01,118,4.9,10
24,The Mountain,0,0,"Adventure, Drama",United States of America,Paramount,False,2.554,en,1956-11-14,105,7.4,17
25,Andre Rieu Christmas Around the World,0,0,Music,,,False,0.6,en,2005-12-19,90,0.0,0
26,Complici del silenzio,0,0,,,,False,0.6,it,2009-01-01,,0.0,0
27,Neapolitan Turk,0,0,Comedy,Italy,"Rosa Film, Lux Film, Ponti-De Laurentiis Cinematografica",False,3.642,it,1953-09-16,90,7.2,49
28,Andre Rieu - Live in New York,0,0,,,,False,0.6,en,2007-09-04,,0.0,0
29,Totòtruffa '62,0,0,Comedy,Italy,D.D.L.,False,4.641,it,1961-08-12,107,7.9,58
30,Io so che tu sai che io so,0,0,Comedy,Italy,Scena Film,False,3.378,it,1982-08-29,,7.6,23
31,Bebo's Girl,0,0,Drama,"France, Italy","Vides Cinematografica, Sicilia Cinematografica, Ultra Film, Lux Compagnie Cinématographique de France",False,1.663,it,1963-01-01,,5.7,11
32,WWE WrestleMania IX,0,0,"Action, Drama",United States of America,World Wrestling Entertainment (WWE),False,1.999,en,1993-04-04,166,6.4,7
33,Henri 4,0,0,"History, Drama, War","Germany, France, Austria, Spain","Ziegler Film, GéTéVé, Institut del Cinema Català (ICC), wega film vienna, ARTE",False,2.185,fr,2010-03-04,155,6.2,13
34,Hubert the Smart Boy,0,0,Comedy,Czech Republic,,False,0.982,cs,1984-01-01,84,7.5,2
35,WWE WrestleMania X,0,0,"Action, Drama",United States of America,World Wrestling Entertainment (WWE),False,1.279,en,1994-03-20,180,8.2,5
36,The Truth About Angels,0,0,"Drama, Thriller",,,False,0.631,en,2011-06-17,,0.0,0
37,Robbie Williams - And Through It All,0,0,Music,,,False,0.992,en,2006-11-28,,6.0,1
38,High on Crack Street: Lost Lives in Lowell,0,0,Documentary,United States of America,,False,1.139,en,1995-08-08,60,6.3,8
