,title,budget,revenue,genres,production_countries,production_companies,adult,popularity,original_language,release_date,runtime,vote_average,vote_count
0,Barney: Once Upon a Time,0,0,Family,United States of America,"Connecticut Public Television, The Lyons Group",False,0.6,en,1996-11-05,46,0.0,0
1,Falling Out,0,0,Drama,United States of America,Digital Playground,True,0.6,en,2013-05-08,102,6.8,2
2,Muslim Magnum .357,0,0,Action,Philippines,"Scenema Concept International, Viva Films",False,1.223,en,2014-12-25,140,0.0,0
3,The Virgin,0,0,,United States of America,Digital Playground,True,0.6,en,2015-01-27,152,8.0,1
4,Diamond Hill,0,0,,,,False,0.958,en,2000-11-09,86,0.0,0
5,Darling 2,0,0,"Comedy, Drama, Horror",India,"Sathish Chandrasekaranin Kadhaigal, Studio Green, Rite Media Works",False,0.663,ta,2016-04-01,117,5.5,2
6,Sevdah for Karim,0,0,Drama,"Bosnia and Herzegovina, Hungary","Tivoli Film Produktion, Depo, Artdeluxe",False,1.344,bs,2010-01-01,95,0.0,0
7,Bride of Silence,0,0,Drama,Vietnam,Moonfish Films,False,0.6,vi,2005-11-25,114,0.0,0
8,Pokkiri Raja,0,0,"Action, Comedy, Romance",India,PTS Films International,False,1.4,ta,2016-03-04,139,3.0,4
9,Pugazh,0,0,"Romance, Action, Drama",India,"Radiance Media, Film Department",False,0.6,ta,2016-03-18,126,6.0,1
10,Maresía,0,0,Drama,Spain,,False,0.6,es,2013-11-25,,0.0,0
11,Die Spitzel von Scientology,0,0,Documentary,,Das Erste (ARD),False,0.6,de,2013-01-17,,0.0,0
12,Short Scenes from a Long Marriage,0,0,,,,False,0.844,ar,2011-01-01,12,0.0,0
13,"Tripoli, Quiet",0,0,,,,False,1.093,ar,2009-01-01,15,0.0,0
14,Almost Brooklyn,0,0,,,,False,0.842,en,2007-01-01,14,0.0,0
15,"Um Barzinho, Um Violão - Edição Especial 20 Artistas",0,0,Music,Brazil,"Microservice Tecnologia Digital, Universal Music",False,0.6,pt,2005-01-01,,0.0,0
16,Casper and Emma on Safari,0,0,Family,Norway,Cinenord,False,1.182,no,2015-09-04,83,8.0,1
17,Kumari 21F,0,0,"Drama, Romance",India,P. A. Motion Pictures,False,1.138,te,2015-11-20,145,8.0,1
18,Happy Christmas,0,0,,United Kingdom,,False,0.6,en,2011-12-25,109,0.0,0
19,Venise n'existe pas,0,0,,,,False,1.34,en,1984-01-01,11,0.0,0
20,Der spanische Bürgerkrieg,0,0,Drama,Germany,,False,0.6,de,1969-01-08,,0.0,0
21,Der eiserne Henry,0,0,Drama,Germany,,False,0.915,de,1969-12-19,,0.0,0
22,Ginepro Fatto Uomo,0,0,,,,False,0.6,en,1962-11-09,45,0.0,0
23,Der Fall Angelika,0,0,Drama,Germany,,False,0.953,de,1966-06-16,,0.0,0
24,Isle of Lesbos,0,0,,,,False,1.4,en,1997-02-18,98,5.0,2
25,Mukhtiar Chadha,0,0,"Romance, Comedy",India,,False,0.662,en,2015-11-27,120,8.0,2
26,A Place to Call Home,0,0,,,,False,0.704,en,1987-02-07,96,7.0,2
27,Schiff ohne Hafen,0,0,Drama,Germany,,False,0.6,de,1956-04-28,,0.0,0
28,Keep in Touch,0,0,,,,False,0.6,en,1987-01-01,25,0.0,0
29,Begegnung im Balkan-Expreß,0,0,Drama,Germany,,False,1.202,de,1955-08-06,,0.0,0
30,Two Minutes Silence,0,0,,,,False,1.349,en,1933-11-25,75,0.0,0
31,Showgirl's Luck,0,0,"Music, Romance",Australia,Australian Talkies Ltd.,False,0.6,en,1931-11-25,55,0.0,0
32,Maria Marten or The Mystery of the Red Barn,0,0,,,,False,1.122,en,1913-11-30,70,0.0,0
33,Die Wäscherin des Herrn Bonaparte,0,0,Music,Germany,,False,0.6,de,1953-11-25,,0.0,0
34,A House in the Quarter,0,0,"Romance, Drama",Japan,"Toei Company, Ltd.",False,1.371,ja,1963-11-01,137,6.0,1
35,7 Hungry Nurses,0,0,,,Marc Dorcel,True,0.6,fr,2010-08-01,,10.0,1
36,Tsuki yori no shisha,0,0,,,,False,0.6,ja,,,0.0,0
37,Hatobue wo Fuku Onna,0,0,,,,False,0.6,ja,,,0.0,0
38,The Laughter Of God,0,0,,United Kingdom,BBC,False,0.6,en,1991-11-10,90,0.0,0
39,First Man,70000000,100546153,"History, Drama",United States of America,"DreamWorks Pictures, Temple Hill Entertainment, Universal Pictures, Amblin Entertainment, Phantasma Films",False,28.783,en,2018-10-11,141,7.1,2507
40,Deaw 11,0,0,Comedy,Thailand,,False,0.6,en,2015-11-25,134,0.0,0
41,"The Prosecutor, The Defender, The Father and his Son",0,0,"Documentary, Drama","Bulgaria, Netherlands, Sweden","Phanta Film, Klas Film, Filmlance International",False,0.858,bg,2015-11-25,105,0.0,0
42,He's Asking For Me,0,0,Drama,United Kingdom,BBC,False,0.629,en,1990-02-18,,0.0,0
43,The King Goes Forth to France,0,0,"History, Comedy, Drama",,,False,0.661,en,1986-09-19,80,5.0,1
44,Spotlight Scandals,0,0,"Romance, Comedy, Drama, Music",United States of America,"Banner Productions, Monogram Pictures",False,0.627,en,1943-09-24,,0.0,0
45,The Finger,0,0,,,,False,0.6,en,1967-01-01,5,0.0,0
46,Empreinte,0,0,,,,False,0.6,en,2004-06-15,12,0.0,0
47,Mga Kwentong Tsubibo,0,0,,,,False,0.6,en,2015-11-28,105,0.0,0
48,"Vivir para dibujar, Dibujar para vivir",0,0,,,,False,0.6,es,,120,0.0,0
49,The Instant Messenger,40000,0,"Action, Horror, Comedy",,,False,0.6,en,2011-03-02,89,0.0,0
50,Wall of Shadows,0,0,,,,False,0.6,en,1993-01-01,4,0.0,0
51,Old Age Porn,0,0,Documentary,Germany,,False,1.12,de,1970-01-01,6,1.0,1
52,Arson for Hire,0,0,,United States of America,William F. Broidy Productions,False,1.341,en,1959-03-01,67,0.0,0
53,The Unwritten Code,0,0,Drama,United States of America,Columbia Pictures,False,0.6,en,1944-10-25,61,5.0,1
54,Hot Cargo,0,0,,,,False,0.6,en,1946-06-28,57,0.0,0
