,title,budget,revenue,genres,production_countries,production_companies,adult,popularity,original_language,release_date,runtime,vote_average,vote_count
0,Les lendemains qui chantent,0,0,,,,False,0.6,fr,1985-02-01,90,6.0,1
1,Once Upon a Time in London,0,0,Crime,,"Gateway Films, Ratio Film",False,3.311,en,2019-04-19,95,6.3,4
2,The Day the Sun Fell,0,0,"History, Documentary","Finland, Japan, Switzerland","ican films, SSR SRG Idée Suisse, SRF, YLE",False,0.676,sv,2015-08-09,79,0.0,0
3,Sackville Music Hall,0,0,,,,False,0.6,en,,4,0.0,0
4,At the Edge of Russia,0,0,"Documentary, Adventure",Poland,,False,0.844,pl,2010-01-01,72,0.0,0
5,Skin of the City,0,0,,,,False,0.6,en,2016-01-01,7,0.0,0
6,The Rule of Lead,0,0,"Thriller, Drama, Fantasy",Italy,Giacomo Arrigoni Productions,False,0.6,it,2014-01-01,69,0.0,0
7,Shadow of the Steeple,0,0,Drama,United Kingdom,Pat the Bull Films,False,0.6,en,2015-01-01,37,0.0,0
8,Et øye på hver finger,0,0,Comedy,,,False,0.6,no,1961-12-26,,0.0,0
9,Hoboes in Paradise,0,0,Comedy,,,False,0.645,fr,1945-07-15,,0.0,0
10,Gratta e vinci,0,0,Comedy,,,False,1.301,it,1996-08-16,,4.3,3
11,"Beethoven · Die Symphonien (Symphonieorchester des Bayerischen Rundfunks, Mariss Jansons)",0,0,Music,Germany,Arthaus Musik,False,0.847,de,2013-09-23,,0.0,0
12,Hors Titre I,0,0,,,,False,1.4,en,1981-01-01,11,0.0,0
13,"La pierre, l'eau",0,0,,,,False,0.6,en,1979-01-01,43,0.0,0
14,"Religion, Macht und Archipele: Indonesien (2/2)",0,0,,,,False,0.6,de,,,0.0,0
15,Amanhecer,0,0,Drama,Brazil,,False,0.6,pt,2010-01-01,,0.0,0
16,Ayas,0,0,"Animation, Family",Turkey,,False,0.6,tr,2013-11-22,82,5.0,1
17,The Loom,0,0,,United States of America,Canyon Cinema,False,1.34,en,1986-07-28,44,0.0,0
18,Nixon Newell: First Female of Fight Club,0,0,Documentary,United Kingdom,The Tag Rope,False,0.6,en,2017-07-26,26,0.0,0
19,Maya De Bij - De Bril Van Barry,0,0,,,,False,0.6,nl,2015-02-11,,0.0,0
20,Lotat,0,0,"War, Documentary",Finland,Kinotar,False,0.6,fi,1995-10-13,50,0.0,0
21,The Wednesday Woman,0,0,Drama,United States of America,"CBS Productions, District",False,0.6,en,2000-05-24,90,0.0,0
22,Sins of the Fathers,0,0,,,,False,0.6,en,1948-04-25,96,0.0,0
23,Lottomainos,0,0,,,,False,0.6,en,1978-07-28,,0.0,0
24,Maya De Bij - De Lieve Wesp,0,0,,Belgium,Studio 100,False,0.6,nl,2014-08-29,,0.0,0
25,Maya De Bij - De Nachtvlucht,0,0,,,,False,0.6,nl,2016-04-01,,0.0,0
26,London Melody,0,0,Music,United Kingdom,British Screen Productions,False,0.6,en,1930-01-01,58,0.0,0
27,FemDom Ass Worship 14,0,0,,United States of America,"Buttman Magazine Choice, Evil Angel",True,0.6,en,2012-04-25,192,0.0,0
28,Spaghetti Night,0,0,Comedy,United States of America,,False,0.6,en,2017-07-10,6,0.0,0
29,"Luciano Vincenzoni: Lover, Poet, Magician!",0,0,Documentary,Italy,,False,0.6,it,2013-07-28,,0.0,0
30,La hora del jaguar,0,0,"Action, Adventure, Crime, Thriller",Mexico,Conacite Dos,False,0.876,es,1978-08-23,96,0.0,0
31,Lucky Luke 9 - Den Hvide Kavaler,0,0,Animation,,,False,0.6,da,2006-07-01,,0.0,0
32,The Desert Man,0,0,Western,United States of America,"New York Motion Picture, Kay-Bee Pictures",False,0.6,en,1917-04-22,50,0.0,0
33,Toast,0,0,Crime,United States of America,Henro Media,False,1.14,en,2017-04-24,7,10.0,1
34,Les Châssis de Lourdes,0,0,,,,False,0.605,en,2016-07-28,18,0.0,0
35,Lucky Luke 10 - På sporet Af Dalton Brødrene,0,0,Animation,,,False,0.6,da,2006-07-02,,0.0,0
36,På heder och skoj,0,0,Comedy,Sweden,,False,0.6,sv,1956-03-19,99,0.0,0
37,FemDom Ass Worship 16,0,0,,United States of America,"Buttman Magazine Choice, Evil Angel",True,0.6,en,2012-08-15,180,0.0,0
38,The Last Hours,0,0,,United Kingdom,,False,0.615,en,2017-07-17,10,0.0,0
39,La máscara roja,0,0,,,,False,0.6,es,1962-05-10,86,0.0,0
40,The Queen of Spades,0,0,,,,False,0.6,en,1960-08-18,101,0.0,0
41,Luminous Greenhouse,0,0,,,,False,0.6,en,2011-08-01,3,0.0,0
42,The Unknown,0,0,"Thriller, Horror",Sweden,Monkey Business Films,False,1.093,sv,2007-10-23,76,0.0,0
43,Free Admittance,0,0,"Adventure, Family","Czech Republic, Russia","Gorky Film Studios, Filmové Studio Gottwaldov",False,1.37,ru,1987-03-28,79,8.0,1
44,Buddy Complex: Kanketsu-hen - Ano Sora ni Kaeru Mirai de,0,0,Animation,Japan,SUNRISE,False,1.216,ja,2014-09-30,52,0.0,0
45,Jim & Andy: The Great Beyond,0,0,Documentary,"Canada, United States of America",Vice Films,False,5.718,en,2017-09-05,94,7.6,313
46,Cat and Company,0,0,Animation,Soviet Union,Soyuzmultfilm,False,0.84,ru,1990-06-23,9,0.0,0
47,Ryan Hamilton: Happy Face,0,0,Comedy,United States of America,,False,2.313,en,2017-08-29,56,6.8,16
48,"Potapov, to the Board!",0,0,"Adventure, Family",Russia,Rakurs,False,0.6,ru,2007-06-07,97,0.0,0
49,Loopy (2017),200,0,"Drama, Mystery, Romance",Pakistan,Mokhi media,False,0.6,en,,7,10.0,1
50,Found and Lost,0,0,,,,False,0.6,en,2014-08-01,8,0.0,0
51,Death of a Poetess,0,0,Drama,Israel,Kinoclan,False,0.863,pt,2017-08-01,77,0.0,0
52,Aujourd’Hui Je Seche Les Cours,0,0,,France,JTC Video,True,0.6,fr,2014-01-01,,0.0,0
53,Shot,0,0,Drama,United States of America,"AC Transformative Media, Outside The Box Motion Pictures, Deliberate Content",False,1.018,en,2017-09-22,89,10.0,2
54,Vidar the Vampire,0,0,"Horror, Comedy, Fantasy",Norway,,False,1.134,no,2017-08-23,83,5.4,5
55,Sugar,0,0,Drama,United States of America,,False,1.4,en,2017-08-03,12,10.0,1
56,What We'll Leave Behind,0,0,,,,False,0.625,fr,2012-02-29,40,9.0,1
57,Prince Loseno,0,0,Animation,"Belgium, Congo, France",,False,0.875,fr,2005-05-31,29,5.0,1
58,Rigoletto,0,0,"Drama, Music, Romance",,,False,0.877,it,1946-01-01,100,0.0,0
59,In My Mother's House,0,0,Documentary,"Eritrea, Italy",,False,0.6,en,2017-07-28,82,0.0,0
60,Sonata,0,0,Animation,,,False,0.6,en,2013-05-09,11,0.0,0
61,Barão Vermelho: Por que a gente é assim?,0,0,Documentary,Brazil,,False,0.716,pt,2017-05-08,108,6.5,3
62,Er nu zhai,0,0,,,,False,0.627,fr,1955-01-01,,0.0,0
63,Chance 2000,0,0,,,,False,0.6,de,2017-08-01,,0.0,0
64,Cocoon,0,0,Animation,,,False,0.6,en,2017-06-01,3,0.0,0
65,Robin Hood - En vert et contre tous,0,0,Documentary,France,"Zeta Productions, ARTE GEIE",False,1.4,fr,2017-07-30,,0.0,0
66,Citizen,0,0,Drama,,,False,0.6,en,1982-01-01,75,0.0,0
67,Four Square Steve,0,0,,,,False,0.6,en,1926-06-26,,0.0,0
68,Scotty and the Secret History of Hollywood,0,176236,Documentary,United States of America,Water's End Productions,False,2.044,en,2018-07-27,98,6.8,9
69,The Women Who Kill Lions,0,0,,,,False,1.886,en,,47,5.3,4
70,Secret Love,0,0,,,,False,0.6,th,2014-08-07,60,0.0,0
71,Schwaz,0,0,,United States of America,Reality Check Productions,False,1.345,en,2002-01-16,98,0.0,0
72,Void,0,0,,,,False,0.6,en,,11,0.0,0
73,Dead Centre,0,0,Documentary,,,False,1.363,en,2017-08-01,4,0.0,0
74,Pakaram,0,0,Drama,,,False,0.851,bn,2015-08-01,124,0.0,0
75,The Intruder,0,0,Horror,United States of America,Garagehouse Pictures,False,1.231,en,1975-01-01,87,6.0,3
76,Angeles,0,0,,,,False,0.6,en,1992-01-01,39,0.0,0
77,Exhale: Core Fusion: Yoga,0,0,,,,False,0.6,en,,,0.0,0
78,Cleavagefield,0,0,,,,True,0.6,en,,,0.0,0
79,Riverbody,0,0,Drama,,,False,0.84,en,1970-03-11,6,0.0,0
80,Exhale: Core Fusion Body Sculpt,0,0,,,,False,0.6,en,,,0.0,0
81,Introduction to Humanities,0,0,,,,False,1.4,en,1972-08-01,2,0.0,0
82,Animals Running,0,0,,,,False,1.34,en,1974-08-01,21,0.0,0
83,The Struggle of the Meat,0,0,,,,False,1.09,en,1974-08-01,3,0.0,0
84,19 Bygone Sweethearts,0,0,,,,False,0.6,en,1973-08-01,33,0.0,0
85,Half a Life,0,0,"Animation, Documentary","Egypt, Indonesia, Netherlands, United States of America",Ado Ato Pictures,False,0.608,ar,2017-01-01,12,0.0,0
86,10 Minute Solution: 5 Day Get Fix Mix,0,0,,,,False,0.6,en,,,0.0,0
87,Tides of War,0,0,Drama,,,False,0.6,en,1990-01-01,91,6.0,1
88,The Last Laugh,30000,0,,,,False,0.6,en,2017-01-01,20,0.0,0
89,Tie the Knot,0,0,"Romance, Comedy, Drama, Family, Music","India, United States of America","Giorgio Daveed Productions, Starlight Global Films",False,0.6,en,2016-05-04,90,3.7,3
90,Bonds of Love,0,0,"Thriller, Drama, Mystery",Japan,"Toei Company, Ltd.",False,1.341,ja,1969-02-15,98,0.0,0
91,2 Lanes,0,0,Mystery,,,False,0.6,en,2017-02-12,57,0.0,0
92,Under an Arctic Sky,0,0,"Adventure, Documentary",,,False,1.193,en,2017-04-23,40,7.8,21
93,Plug Love,0,0,"Crime, Romance, Drama",,,False,0.877,en,2017-07-17,116,8.2,6
94,Partner,0,0,"Adventure, Comedy",Russia,Vodorod,False,1.4,ru,2017-09-14,95,4.4,4
95,Russian Jews. Part Three. After 1948.,0,33411,,,,False,1.295,ru,2017-09-21,126,9.0,2
96,Bobby the Hedgehog,0,0,"Animation, Family","China, United States of America","Lions Gate Films, Daysview Digital Image",False,2.739,en,2016-07-22,94,3.8,5
97,Crimea,6900000,5987319,"Action, Drama",Russia,,False,1.644,ru,2017-09-28,99,2.6,16
98,Love In The City Of Angels,0,0,"Comedy, Romance",Russia,,False,0.6,ru,2017-09-28,90,3.5,2
99,Land of Hope and Glory,0,0,Documentary,United Kingdom,,False,0.6,en,2017-08-02,48,6.3,3
100,They Staked Their Lives,0,0,Drama,Sweden,AB Artistfilm,False,0.952,sv,1940-01-01,86,0.0,0
101,The Drummer and the Keeper,0,0,"Comedy, Drama",Ireland,Calico Pictures,False,1.4,en,2017-09-08,92,8.0,1
102,F1 Review 2009,0,0,Documentary,,,False,0.6,en,2009-11-30,274,0.0,0
103,This Is Desmondo Ray!,0,0,"Drama, Comedy",Australia,,False,0.872,en,2017-07-23,45,0.0,0
104,Colony,0,0,Documentary,Turkey,,False,0.881,tr,2015-07-04,50,9.0,1
105,The History of Australian Surfing,0,0,,,,False,0.6,en,,,0.0,0
106,La Fessée,0,0,,,,True,0.6,fr,2016-01-01,,0.0,0
107,The Juggernaut,0,0,Drama,United States of America,Vitagraph Company of America,False,0.627,en,1915-04-19,62,0.0,0
108,Brother Against Brother,0,0,Drama,Sweden,Svenska Biografteatern AB,False,1.4,sv,1913-11-21,45,7.0,2
109,Walkabout 1974,0,0,,,,False,0.6,en,1974-01-01,24,0.0,0
110,"Out of Time, Out of Place",0,0,,,,False,1.09,en,1983-01-01,70,0.0,0
111,7 Colours,0,0,,,,False,0.6,en,1990-01-01,28,0.0,0
112,Mellan liv och död,0,0,"Thriller, Drama",Sweden,Hasselblads Fotografiska AB,False,0.665,sv,1917-02-19,46,0.0,0
113,The Divorce Party,0,0,"Romance, Comedy",,,False,3.454,en,2019-02-14,93,5.0,4
114,Lost in Flanders,0,0,,,,False,0.6,en,2009-01-01,52,0.0,0
115,Cinema Through the Eye of Magnum,0,0,Documentary,France,"Magnum Photos, ARTE France Cinéma, Films à Cinq",False,0.932,en,2017-05-31,52,8.0,2
116,The Passion of a Man Called Choe Che-u,0,0,"History, Drama",South Korea,,False,0.6,ko,2012-06-28,106,0.0,0
117,Cat City,0,0,Animation,,,False,1.609,en,2017-04-23,3,0.0,0
118,Cosmic Fantasy: Galaxy Cougar's Trap,0,0,"Fantasy, Animation, Science Fiction",Japan,Tokuma Shoten,False,0.6,ja,1994-08-04,45,0.0,0
119,Club Drunk,0,0,Animation,United Kingdom,,False,1.4,en,2014-11-22,3,0.0,0
120,Where Is My Dog?,0,0,,Ethiopia,BiraBiro Films,False,0.6,en,2010-01-08,28,0.0,0
121,Rookery Nook,0,0,Comedy,United Kingdom,"British & Dominions Film Corporation, Herbert Wilcox Productions",False,0.6,en,1930-02-11,90,0.0,0
122,Così venne ucciso Pasolini,0,0,Documentary,Italy,,False,0.842,it,2005-01-01,28,0.0,0
123,14,0,0,Animation,,,False,0.6,en,2015-01-01,7,0.0,0
124,Oor Wally,0,0,"Comedy, Documentary","Ireland, United Kingdom",,False,0.6,en,2017-01-13,12,0.0,0
125,TarZAN,0,0,Animation,,,False,0.6,ja,1990-01-01,7,0.0,0
126,Help Me,0,0,Horror,United Kingdom,,False,0.6,en,2017-07-15,15,0.0,0
127,Manuel on the Island of Wonders,0,0,"Fantasy, Drama","France, Portugal","Radiotelevisão Portuguesa (RTP), Rita Filmes, Institut National de l'Audiovisuel (INA), Les Films du Passage",False,0.941,pt,1984-08-02,130,10.0,1
128,Заяц Коська и родничок,9,0,,,,False,0.6,ru,1974-01-01,,4.0,1
129,The Burning Mountain,0,0,,,,False,0.6,en,2014-04-12,3,0.0,0
130,Back to the 90's,0,0,,,,False,0.863,en,2017-05-01,5,0.0,0
131,Пряник,0,0,Animation,"Russia, Soviet Union",Soyuzmultfilm,False,0.6,ru,1993-01-01,,3.0,1
132,เมื่อฉันกับเธอ XXX,0,0,,,,False,0.6,th,,,0.0,0
133,Cursed Be the War,0,0,,France,Société des Etablissements L. Gaumont,False,0.6,fr,1910-05-01,6,0.0,0
134,Wingfield Lost and Found,0,0,Comedy,Canada,Ars Artis Productions,False,1.102,en,2015-11-09,110,0.0,0
135,La bella Otero,0,0,,,,False,0.6,en,1984-02-05,,0.0,0
136,The Speech,0,0,,,,False,0.859,en,2017-02-07,52,0.0,0
137,Me Myself and the Universe,0,0,,Germany,"Fachhochschule Dortmund, Busse & Halberschmidt",False,0.6,de,2003-08-02,14,0.0,0
138,The Adventures of a Little Dad,0,0,"Comedy, Family, Adventure, Fantasy",Russia,Gorky Film Studios,False,0.822,ru,1979-12-02,63,6.0,1
139,Net I Die,0,0,"Horror, Thriller",,,False,0.868,th,2017-08-19,,4.9,7
140,A Manifesto for the Un-communal,0,0,Documentary,"Germany, Israel",,False,0.894,en,2017-08-08,11,6.0,1
141,"So Far, So Close",0,0,,France,,False,0.852,fr,2016-01-01,26,0.0,0
142,The Teacher of Forbidden Pleasures,0,0,,,,True,0.84,fr,1982-01-13,81,8.0,1
143,The Heart,0,0,Drama,Sweden,"Garagefilm International, Film i Väst",False,2.969,sv,2018-02-14,100,5.0,2
144,G1 Climax 27 - Day 9,0,0,,,,False,0.6,en,2017-07-29,180,0.0,0
145,Armageddon 2,0,0,Documentary,"Cuba, United States of America",,False,0.6,en,2017-08-09,6,0.0,0
146,Amundsen's Dogs,0,0,,Cuba,Escuela Internacional de Cine y Televisión de San Antonio de los Baños,False,0.6,en,2017-08-06,27,0.0,0
147,Harold's Portrait,0,0,,,,False,0.6,en,,17,0.0,0
148,Mick's ANAL PantyHOES 3,0,0,,United States of America,Evil Angel,True,0.6,en,2017-03-14,202,0.0,0
149,The Mystery of Chaco Canyon,0,0,Documentary,,,False,1.344,en,1999-01-01,56,0.0,0
150,แมงกุ๊ดจี่ เกา(อี)หลีเด้อ,0,0,,,,False,0.676,th,,,0.0,0
151,Children in the Woods,0,0,,,,False,0.6,en,,20,6.0,1
152,ส่ม ภัค เสี้ยน,0,0,,,,False,0.6,th,,,0.0,0
153,Возвращение блудного попугая (выпуск 3),0,0,Animation,Soviet Union,Soyuzmultfilm,False,0.6,ru,1988-01-01,,7.0,2
154,Chibusa o daku musume tachi,0,0,Drama,Japan,Zen-no-ei,False,0.6,ja,1962-10-07,101,0.0,0
155,Freesia,0,0,,,,False,0.6,en,2017-08-07,,6.0,1
156,Arca D'Água,0,0,Drama,Portugal,Periferia Filmes,False,0.6,pt,2009-01-01,23,0.0,0
157,A Balkan Noir,0,0,Drama,"Montenegro, Sweden","Film Facility, WAY CREATIVE FILMS, Gallileo",False,0.6,sv,2017-10-13,74,6.5,1
158,スパイと貞操,0,0,Thriller,Japan,Shintoho Company,False,0.6,ja,1960-06-22,80,0.0,0
159,Encontro Silencioso,0,0,"Mystery, Drama",Portugal,C.R.I.M. Produções,False,0.6,pt,2017-05-05,,0.0,0
160,Arakkallan Mukkalkkallan,0,0,,,,False,0.6,ml,1974-12-20,158,0.0,0
161,Mukkuvane Snehicha Bhootham,0,0,Fantasy,,,False,0.6,ml,1978-09-14,140,0.0,0
162,Mandanmmar Londanlil,0,0,,,,False,0.6,en,1983-08-19,,0.0,0
163,El presidio,0,0,Action,Spain,IFI Producción S.A.,False,0.872,es,1954-12-07,,0.0,0
164,Game Fever,0,0,Documentary,,,False,0.602,fr,2015-10-26,90,0.0,0
165,Accidental Meeting,0,0,"Comedy, Romance",Soviet Union,Rot-Front,False,0.621,ru,1936-10-20,64,6.0,1
166,The Incident,0,0,,,,False,0.84,en,,22,0.0,0
167,Unholy Ground,0,0,,,,False,0.634,ru,2016-05-14,,2.0,1
168,Geelee,0,0,,,,False,0.6,en,,,0.0,0
169,Rigoletto,0,0,,,,False,0.6,en,1955-06-14,88,0.0,0
170,Bad Guys,0,0,"Crime, Action, Thriller",Hong Kong,Sam Po Film Production,False,1.449,cn,2002-04-25,80,4.0,1
171,Kashchey The Immortal,0,0,,,,False,0.6,en,1987-05-01,59,0.0,0
172,Rigtig Voksen,0,0,Documentary,Denmark,Made in Copenhagen,False,0.861,da,2017-05-22,,0.0,0
173,Haven't Changed,0,0,"Drama, Music",United Kingdom,,False,1.09,en,,3,0.0,0
174,Playgiarism,0,0,"Drama, Comedy",,,False,0.6,en,,,0.0,0
175,Tons of Money,0,0,Comedy,United Kingdom,"British & Dominions Film Corporation, Herbert Wilcox Productions",False,0.6,en,1930-12-31,97,0.0,0
176,Royal Faceoff,0,0,"Adventure, Comedy, Family",United States of America,,False,0.6,en,2006-11-03,,0.0,0
177,Two Worlds,0,0,"Drama, War","Germany, United Kingdom","Greenbaum-Film, British International Pictures",False,0.84,en,1930-07-28,95,0.0,0
178,Militant Style,0,0,Music,United Kingdom,,False,0.6,en,,5,0.0,0
179,I Declare War,0,0,"Action, Crime, Drama, Thriller",,,False,0.633,en,2015-01-10,81,3.0,1
180,Breathing,0,0,Music,South Africa,,False,0.6,en,2016-06-13,3,0.0,0
181,You Say You Love Me,0,0,Music,South Africa,,False,0.6,en,2016-07-27,4,0.0,0
182,Talk Radio,10,0,,,,False,1.4,en,,14,0.0,0
183,Life of Bri' n Chris,0,0,,,,False,0.6,en,2016-08-02,8,10.0,1
184,The Tree,60000,0,"Drama, Family",,,False,1.14,en,2017-04-01,95,7.0,1
185,Kundalini,0,0,"Science Fiction, Music, Drama",Netherlands,,False,0.6,en,2016-05-10,3,0.0,0
186,"Best Motoring - Roaring Vtec: the Battles at 10,000 RPM",0,0,,,,False,0.6,en,2004-02-03,63,0.0,0
187,Cotinga,0,0,"Music, Animation",France,,False,0.6,en,2017-07-09,8,0.0,0
188,November Under Ashes,0,0,"Music, Animation",France,,False,0.6,en,2016-11-12,3,0.0,0
189,Por Diabos,0,0,Documentary,Portugal,Bando à Parte,False,1.4,pt,2016-07-16,,0.0,0
190,Кривда,0,0,,,,False,0.6,en,,73,0.0,0
191,Addio Fottuti Musi Verdi,0,0,Comedy,Italy,"Cattleya, Rai Cinema, 01 Distribution",False,6.344,it,2017-11-09,93,5.9,210
192,Picture of Beauty,100,0,"Drama, Romance",United Kingdom,,False,2.051,en,2017-03-14,70,6.0,4
193,Grill Dog,0,0,,,,False,0.6,en,2016-08-23,17,8.0,1
194,Strukturen und Film,0,0,,Germany,,False,0.6,de,1985-01-01,8,0.0,0
195,Vertical/Horizontal,0,0,,,,False,0.6,en,1985-01-01,5,0.0,0
196,Chitrangada,0,0,,,,False,0.6,te,,,0.0,0
