,title,budget,revenue,genres,production_countries,production_companies,adult,popularity,original_language,release_date,runtime,vote_average,vote_count
0,5 Sides of a Coin,0,0,Documentary,Canada,Seventh Art Releasing,False,0.84,en,2004-11-12,80,0.0,0
1,Ernest the Rebel,0,0,"Comedy, Western",France,,False,0.6,fr,1938-11-08,92,6.0,1
2,Sri Rama Rajyam,0,0,,,,False,0.6,en,2011-11-17,150,7.0,2
3,The Five Cents of Lavarede,0,0,"Adventure, Comedy",,,False,0.84,fr,1939-03-07,,0.0,0
4,Battle of the Stars,0,0,,United States of America,,True,0.6,en,1985-01-01,80,0.0,0
5,Heidi,0,0,,,,False,0.84,de,1965-10-29,,5.9,6
6,On_Line,0,0,,,,False,1.176,en,2002-02-28,97,6.0,2
7,A Thousand and One Erotic Nights,0,0,Drama,United States of America,Winters/Lucas Productions,True,0.728,en,1981-12-31,87,6.4,4
8,The Girl from Pussycat,0,0,"Crime, Drama",,,False,0.6,en,1969-02-01,70,0.0,0
9,The Hollywood Strangler Meets the Skid Row Slasher,0,0,Horror,United States of America,,False,0.658,en,1979-01-01,72,1.0,2
10,PJ Harvey - Live Eurockeennes 2004,0,0,Music,,,False,0.919,en,,69,0.0,0
11,Stranded,0,0,Science Fiction,United States of America,New Line Home Entertainment,False,0.68,en,1987-11-20,80,6.7,3
12,K3 and the dreambed,0,0,,Belgium,Studio 100,False,1.202,nl,2012-02-01,,7.0,2
13,Andy Warhol Screen Tests,0,0,Documentary,United States of America,,False,0.6,en,1965-11-28,1108,7.0,2
14,"The Cop, the Criminal and the Clown",6,0,Comedy,"Canada, France","Screen People International, Accolade Films, Istar",False,2.481,fr,2004-12-24,92,3.9,6
15,The Only Living Boy in New York,0,2550321,Drama,United States of America,Bona Fide Productions,False,5.808,en,2017-07-27,88,6.3,118
16,Raptor Island,0,0,"Adventure, Horror, Action, Thriller, Science Fiction",United States of America,,False,2.395,it,2004-04-21,89,2.6,8
17,Bridget Jones's Baby,35000000,211952420,"Comedy, Romance","France, Ireland, United Kingdom, United States of America","Working Title Films, Perfect World Pictures, StudioCanal, Universal Pictures, Miramax",False,9.237,en,2016-09-14,123,6.4,1881
18,Mora Träsk på Cirkus,0,0,"Family, Music",Sweden,"Mora träsk musik, Spitfire Productions",False,0.6,sv,2004-10-12,,0.0,0
19,Blonde in a White Car,0,0,Mystery,"France, Italy","Champs-Élysées Productions, Filmauro (II)",False,1.249,fr,1959-03-27,92,7.3,3
20,Letters from Alou,0,0,,,,False,0.62,en,1990-10-05,100,5.0,1
21,"Mario, Maria and Mario",0,0,"Comedy, Drama, Romance","France, Italy","Les Films Alain Sarde, Massfilm",False,0.6,it,1993-12-05,102,6.0,2
22,Hitler's Heroes - Otto Skorzeny,0,0,"Drama, Documentary",,,False,0.849,en,2010-12-02,52,0.0,0
23,Tocaia no Asfalto,0,0,"Thriller, Crime, Action",Brazil,,False,0.6,pt,1962-03-13,101,0.0,0
24,Me and My Girlfriend,0,0,,United States of America,Girlfriends Films,True,0.6,en,2012-03-09,128,0.0,0
25,Tourist Trap,0,0,"Family, Adventure",United States of America,"Walt Disney Pictures, Sandollar Television",False,1.214,en,1998-04-05,89,6.0,2
26,Frogs for Snakes,0,0,"Thriller, Comedy, Crime",United States of America,"Rain Film, Shooting Gallery",False,0.632,en,1998-08-14,108,0.0,0
27,Payback Season,0,0,"Drama, Action",United Kingdom,,False,0.614,en,2012-03-09,91,5.7,3
28,He's My Girl,0,0,Comedy,,,False,0.6,en,1987-09-11,84,3.1,6
29,Cheer Squad Sleepovers,0,0,Romance,United States of America,Girlfriends Films,True,0.625,en,2012-03-16,185,5.0,1
30,The Return of Tommy Tricker,0,92605,,,,False,0.946,en,1994-01-01,97,5.3,2
31,Der Maulkorb,0,0,,,,False,0.841,de,1958-09-17,,0.0,0
32,Bad Actress,0,0,Comedy,United States of America,,False,0.764,en,2011-03-06,87,6.3,2
33,The Stone Raft,0,0,"Fantasy, Comedy, Science Fiction","Netherlands, Portugal, Spain","Sogecine, Lusomundo, MGS Film",False,1.153,en,2002-09-19,117,5.6,6
34,Ramses,0,0,,,,False,0.74,en,2002-10-17,,8.0,2
35,De Trip Van Teetje,450,0,,,,False,0.654,en,1998-02-12,,7.0,1
36,Strange Desire of Mr. Bard,0,0,"Comedy, Drama",France,,False,0.6,fr,1954-01-04,108,6.0,1
37,Sénéchal the Magnificent,0,0,Comedy,France,"Rizzoli Film, Chronos Films, France Cinéma Productions",False,0.6,fr,1957-05-24,,7.9,5
38,Un de la Légion,0,0,Comedy,France,,False,0.84,fr,1936-10-02,,6.0,1
39,Under the Sign of the Bull,0,0,Drama,France,Société Nouvelle des Établissements Gaumont (SNEG),False,0.681,fr,1969-03-28,85,7.3,3
40,Les Collègues,0,0,Comedy,France,United International Pictures,False,0.911,fr,1999-02-17,93,6.1,7
41,Final Run,0,0,Action,,,False,1.126,en,1999-10-10,89,5.5,17
42,Night of the Living Dead: Re-Animation,0,0,Horror,United States of America,,False,2.731,en,2012-10-16,88,4.0,25
43,On the Nose,0,0,"Comedy, Fantasy",Ireland,,False,1.21,en,2001-10-23,104,6.2,7
44,Carmen,0,0,"Music, Romance",United Kingdom,The Royal Opera House,False,1.553,fr,2007-12-26,152,5.8,3
45,Wreckers,0,0,Drama,United Kingdom,Likely Story,False,2.294,en,2011-12-16,85,5.6,31
46,Gunfight at Comanche Creek,0,0,Western,United States of America,Allied Artists Pictures,False,1.933,en,1963-11-06,90,6.0,6
47,Visual Inspirations,0,0,,,,False,0.6,en,2007-09-25,45,0.0,0
48,Long Night's Journey Into Day,0,0,Documentary,,,False,0.6,en,2000-01-29,94,5.5,2
