,title,budget,revenue,genres,production_countries,production_companies,adult,popularity,original_language,release_date,runtime,vote_average,vote_count
0,The Real American Sniper,0,0,,,,False,0.6,en,2015-02-14,100,3.5,1
1,Europe: Live at W:O:A 2015,0,0,Music,Germany,,False,1.4,en,2015-11-27,84,7.5,1
2,Jack's Teen America: Mission 17,0,0,,United States of America,,True,0.6,en,2007-02-08,103,9.0,2
3,Dio: [2006] Live in Kavarna,0,0,,,,False,0.6,en,2006-12-31,,0.0,0
4,Untitled Michael Edward Staley Project,0,0,"Comedy, Drama",United States of America,2005 Films,False,0.6,en,,10,0.0,0
5,Moon Over Her Shoulder,0,0,Comedy,United States of America,20th Century Fox,False,0.6,en,1941-10-23,68,0.0,0
6,City Boy,0,0,"Adventure, Drama",,"WonderWorks, Accent Entertainment Corporation, New City Productions",False,0.876,en,1994-05-02,108,0.0,0
7,The Phony,0,0,Drama,United States of America,,False,0.6,en,,17,0.0,0
8,Dio: [1987] Monsters of Rock Italy,0,0,,,,False,0.6,en,1987-08-26,,0.0,0
9,The Very Best America's Funniest Comedians,0,0,,,,False,0.6,en,2003-05-13,114,0.0,0
10,Manhattanites,0,0,Drama,United States of America,Loger,False,0.6,en,2008-05-22,95,0.0,0
11,Dream Theater: [1999] Triport Rock Festival,0,0,,,,False,0.6,en,1999-07-31,,0.0,0
12,Metallica: [1999] Live in Kiev,0,0,,,,False,0.6,en,1999-06-27,,0.0,0
13,Witness 1939: When War Broke Out,0,0,Documentary,,,False,0.6,en,2014-04-14,69,0.0,0
14,P.O.V. Punx 12: Tig Ol' Bitties,0,0,,United States of America,Burning Angel Entertainment,True,0.6,en,2016-03-22,170,9.7,3
15,Arctic Heart,0,0,"Romance, Comedy, Drama, Science Fiction",France,"TF1 International, France 2 Cinéma, Mars Films, Les Films du Lendemain, Entre Chien et Loup, Cinefrance, Proximus",False,4.379,fr,2016-06-22,81,5.3,31
16,When the Cookie Crumbles,0,0,Drama,Japan,"Daiei Motion Picture Co., Ltd.",False,0.811,ja,1967-06-09,96,0.0,0
17,Christie Discovers...,0,0,,United Kingdom,Television X (TVX),True,0.873,en,2009-01-01,117,4.0,1
18,BBC Proms at the Royal Albert Hall - Dvořák | Strauss | Beethoven,0,0,Music,United Kingdom,Unitel,False,1.4,de,2015-09-25,,0.0,0
19,First Time Fatties 7,0,0,,United States of America,Sensational Video,True,0.6,en,2009-07-21,179,8.0,1
20,Pregnant and Pounded 3,0,0,,United States of America,Desperate Pleasures,True,0.6,en,2015-06-29,113,6.0,1
21,Fortissimo,0,0,,,,False,0.6,en,2013-10-13,14,0.0,0
22,The Other Wife,500000,0,"Drama, Thriller",United States of America,The Asylum,False,0.822,en,2016-03-13,84,5.5,4
23,Romance for a Crown,0,0,"Music, Comedy, Romance",Czech Republic,Filmové Studio Barrandov,False,1.126,cs,1975-10-01,94,0.0,0
24,Queensryche: [1995] An Evening In Paris,0,0,,,,False,0.6,en,1995-02-20,,0.0,0
25,Commodification,0,0,,,,False,1.103,en,2016-03-22,9,0.0,0
26,Jesse's Juice,0,0,,United States of America,Digital Playground,True,0.6,en,2007-04-19,93,6.0,1
27,Queensrÿche: M3 Rock Festival 2012,0,0,Music,,,False,1.345,en,2012-05-12,,0.0,0
28,Dying Fetus: [2015] Hellfest,0,0,,,,False,0.6,en,2015-06-25,,0.0,0
29,Deadweight,0,0,Drama,Germany,,False,0.913,en,2016-02-11,88,5.5,2
30,When Elephants Were Young,0,0,"Adventure, Documentary","Thailand, Canada",,False,1.4,en,2016-08-12,90,8.5,2
31,Fear Factory: [2012] Live in Sacramento,0,0,,,,False,0.6,en,2012-05-21,,0.0,0
32,A Magical Substance Flowed Into Me,0,0,,,,False,0.6,en,2015-09-17,68,0.0,0
33,The Bacchus Lady,0,0,Drama,South Korea,"Korean Academy of Film Arts (KAFA), CGV Arthouse, Korean Film Council",False,1.652,ko,2016-10-06,110,7.1,5
34,Weekends,0,0,Documentary,South Korea,MOVement,False,0.6,ko,2016-12-22,98,0.0,0
35,6A,0,0,Drama,Sweden,sic film AB,False,0.675,sv,2016-01-30,61,6.0,1
36,Rauf,0,0,,,,False,0.6,en,2016-02-13,94,9.0,2
37,Valderama,0,0,,,,False,0.6,en,2017-04-06,91,0.0,0
38,Zud,0,0,Drama,"Germany, Mongolia, Poland",Zero One Film,False,0.913,en,2016-03-18,85,6.0,2
39,Fear Factory: [2015] Resurrection Fest,0,0,,,,False,0.6,en,2015-07-18,,0.0,0
40,Chills and Fever,0,0,"Music, Comedy",United States of America,Pathé Exchange,False,0.84,en,1930-04-26,20,0.0,0
41,Orange Suit,0,0,"Drama, Comedy",Iran,,False,0.6,fa,2012-02-03,107,6.0,2
42,Ghost: [2015] Live in Colorado,0,0,,,,False,0.6,en,2015-10-17,,0.0,0
43,Ghost: [2013] Rock in Rio,0,0,Music,"Brazil, Sweden",Rock in Rio,False,0.6,en,2013-09-19,,8.0,1
44,Target,5000,0,,Pakistan,,False,0.6,en,2017-01-01,20,0.0,1
45,Betrayals & Bullets: The Dame,1150,0,"Thriller, Action, Crime",Australia,Expendable Films,False,0.6,en,2015-10-30,51,0.0,0
46,Fruto prohibido,0,0,,,,False,0.665,en,1953-04-01,109,0.0,0
47,Erotic Symphony,0,0,Drama,Greece,,False,0.658,el,1970-01-01,109,6.0,2
48,Fuhrmann Henschel,0,0,Drama,,,False,0.6,de,1956-10-25,,6.0,1
49,La entrega de Chucho el Roto,0,0,,,,False,0.6,en,1962-08-17,115,0.0,0
50,Coming Out,0,0,Documentary,United States of America,,False,1.936,en,2016-03-22,72,9.0,1
51,I Hionati kai ta 7 gerontopallikara,0,0,Comedy,Greece,"Giorgos Lazaridis, Afoi Roussopoulloi",False,2.95,el,1960-12-26,95,7.3,4
52,The Archaeologist,0,0,"Drama, Documentary",Greece,Faliro House Productions,False,0.6,el,2015-03-19,,0.0,0
53,Stone Bridge,0,0,Drama,Czech Republic,Filmové Studio Barrandov,False,1.4,cs,1996-10-24,98,0.0,0
54,Smejko a Tanculienka - Čáry Máry Fuk,0,0,Music,Slovakia,,False,0.6,sk,2015-10-07,,6.3,2
55,The Hanover House,0,0,,,,False,1.4,en,2014-05-09,1,6.0,1
56,Only Fools and Horses - Christmas Crackers,0,0,,,,False,1.4,en,1981-12-28,34,9.0,5
57,Only Fools and Horses - Diamonds are for Heather,0,0,,,,False,0.7,en,1982-12-30,28,9.3,3
58,Only Fools and Horses - Fatal Extraction,0,0,,,,False,0.697,en,1993-12-25,85,9.0,2
59,Der Traum vom Rhein,0,0,Comedy,Germany,R.N.-Filmproduktion,False,0.6,de,1933-09-07,97,0.0,0
60,Betrayals & Bullets: Hard Retribution,60,0,Action,Australia,Expendable Films,False,1.4,en,2012-10-30,12,0.0,0
61,Trans-Cutucú,0,0,Documentary,"Switzerland, Ecuador",,False,1.344,de,2010-02-18,90,0.0,0
62,Saxon -To Hell And Back Again,0,0,Music,,,False,0.6,en,2007-11-12,296,0.0,0
63,Pizza Bethlehem,0,0,Documentary,Switzerland,PS Film GmBH,False,0.844,de,2010-04-08,90,0.0,0
