,title,budget,revenue,genres,production_countries,production_companies,adult,popularity,original_language,release_date,runtime,vote_average,vote_count
0,Las mujeres de Cervantes,0,0,Documentary,,,False,0.604,es,2016-06-05,,0.0,0
1,"Rancho Alegre,",0,0,,,,False,0.676,es,1941-03-28,,0.0,0
2,On The Wave,0,0,Documentary,Russia,,False,0.6,ru,2013-10-01,80,0.0,0
3,Ulan,0,0,"Drama, Romance, Fantasy, Mystery",Philippines,"Viva Films, N² Productions",False,1.061,tl,2019-03-13,96,6.5,2
4,Daphne,0,0,"Animation, Romance, Drama",Soviet Union,Soyuzmultfilm,False,0.6,ru,1990-01-01,10,7.0,1
5,Sanctuary,0,0,,Malaysia,,False,0.6,ko,2004-06-04,,0.0,0
6,The Great Northern Way,0,0,Documentary,Russia,,False,0.6,ru,2019-02-28,75,0.0,0
7,Blade Killer - L'inferno di Nicholas,2000,0,Horror,Italy,,False,0.6,it,1999-09-01,70,0.0,0
8,Dream Team,0,0,Family,Russia,,False,1.309,ru,2019-08-29,85,0.0,0
9,Evil Ritual,0,0,"Horror, Thriller",,,False,1.4,en,2019-01-24,90,0.0,0
10,Rockpop In Concert Dortmund,0,0,Music,,ZDF,False,1.4,en,1983-12-18,232,9.0,1
11,Magnicidios Poe,0,0,"Documentary, Comedy, Animation",Spain,Made in Hell,False,0.6,es,2017-01-01,44,2.0,1
12,I Am Not Like That! I Am Not Like This!,0,0,Comedy,Russia,,False,1.398,ru,2019-06-13,100,4.0,2
13,Des Indes à la planète Mars,0,0,,,,False,0.6,fr,2008-04-02,,0.0,0
14,Midnight Oil - Armistice Day: Live At The Domain Sydney,0,0,Music,Australia,Sony Music Entertainmant,False,0.6,en,2018-11-16,108,0.0,0
15,Pilgrim,0,0,Thriller,Russia,,False,0.721,ru,2018-11-10,97,6.0,1
16,Home,0,0,,,,False,0.629,fr,2008-03-12,,0.0,0
17,МУЛЬТ в кино. Выпуск №89. Время чудес,0,0,"Animation, Family",Russia,,False,0.682,ru,2019-01-19,,0.0,0
18,"My Traitor, My Love",0,0,Romance,,,False,0.6,fr,,,0.0,0
19,Råttis,0,0,,,,False,0.6,sv,,,0.0,0
20,The Prince’s Voyage,0,0,Animation,,,False,0.735,fr,2019-12-04,75,0.0,0
21,Bolo Na Tumi Amar,0,0,,,,False,0.6,en,2010-01-15,160,0.0,0
22,An Almost Ordinary Summer,0,0,Comedy,Italy,,False,3.605,it,2019-02-28,,6.9,14
23,De Aanbidding van de Witte Vrouw,0,0,,,,False,0.6,en,2019-01-25,72,0.0,0
24,All at Se̶e̶a,0,0,,United Kingdom,,False,0.852,en,2016-01-01,3,0.0,0
25,About Him or How He Did Not Fear the Bear,0,0,,,,False,0.686,en,2019-01-27,112,0.0,0
26,Piłsudski,0,0,,Poland,"Polski Instytut Sztuki Filmowej, Ministerstwo Kultury i Dziedzictwa Narodowego",False,1.126,pl,,,0.0,0
27,Semer le vent,0,0,"Drama, Family, TV Movie",,,False,1.091,ar,1997-10-01,105,0.0,0
28,Barely Legal 53,0,0,,United States of America,Hustler Video,True,0.6,en,2005-11-01,85,0.0,0
29,Ikar. Legenda Mietka Kosza,0,0,,Poland,"Telewizja Polska, Canal+ Polska, Lightcraft, Next Film, Instytucja Filmowa Silesia-Film (koprodukcja)",False,0.6,pl,,,0.0,0
30,The Reward,2000,0,"Science Fiction, Action, Adventure",Mexico,"UDCI FILM SCHOOL, Lucertola Films",False,0.676,es,2016-08-14,10,8.5,2
31,The Organizer,0,0,,,,False,0.6,en,,101,0.0,0
32,Manhattan Angel,0,0,Comedy,United States of America,Columbia Pictures,False,0.6,en,1949-03-17,61,0.0,0
33,Tövbe,0,0,,,,False,0.6,tr,,,0.0,0
34,Barely Legal 164: Babysitter Facials,0,0,,United States of America,Hustler Video,True,0.6,en,2018-12-18,187,0.0,0
35,Birch,0,0,,,,False,0.6,en,1995-01-16,30,0.0,0
36,Quién Eres,0,0,"Drama, Thriller",Spain,"Cuarenta Films, Dyaz Entertainment",False,0.84,es,2017-03-10,90,0.0,0
37,Animal Indirecto,0,0,,,,False,0.6,en,2019-01-24,51,0.0,0
38,Busty Solos,0,0,,United States of America,Twistys,True,0.6,en,2010-07-27,123,0.0,0
39,Augustijn,0,0,,,,False,0.6,en,2019-01-25,52,0.0,0
40,SOH10 the Opera,0,0,"Drama, Science Fiction, Music",Netherlands,Kasander Film Company,False,1.4,en,2003-06-06,72,0.0,0
41,Happy family,0,0,,,,False,1.34,et,,95,0.0,0
42,Bloodrome,0,0,Horror,Japan,,False,1.4,ja,2019-02-15,14,0.0,0
43,The Real Life of Johannes Pääsuke,445000,0,"Adventure, Comedy, Documentary",,Kopli Kinokompanii,False,0.84,et,2019-01-11,104,0.0,0
44,Qui m'aime me suive !,0,0,Comedy,France,"Agat Films & Cie, Apollo Films, France 3 Cinéma",False,5.018,fr,2019-03-20,91,5.4,10
45,The Empire of Mid-South,0,0,,,,False,0.6,fr,2010-11-24,,0.0,0
