,title,budget,revenue,genres,production_countries,production_companies,adult,popularity,original_language,release_date,runtime,vote_average,vote_count
0,Itsy Bitsy Teeny Weeny,0,0,,,,False,0.6,en,2017-10-23,1,0.0,0
1,Karanfilli Naciye,0,0,,,,False,1.448,tr,1984-04-03,,1.0,1
2,Le cœur sur la main,0,0,Comedy,,,False,0.6,fr,,11,0.0,0
3,Mole,0,0,,Sweden,,False,0.6,en,2017-01-01,3,0.0,0
4,The Last Man,0,0,Documentary,Russia,,False,0.6,ru,2016-12-03,96,0.0,0
5,New York Counterpoint: A City Symphony,0,0,,,,False,0.6,en,2017-10-10,6,0.0,0
6,Let's Go to the Trans Ladies Picnic,0,0,,,,False,0.6,en,2015-09-01,1,0.0,0
7,الفرن,0,0,Drama,,,False,0.6,ar,1984-07-15,127,0.0,0
8,I Miss You,0,0,,,,False,0.84,en,,6,0.0,0
9,Come le formiche,1000000,0,Drama,Italy,,False,0.6,it,2007-06-22,,0.0,0
10,A Roar in the Dark,0,0,,,,False,0.6,en,2014-11-30,11,0.0,0
11,Tomorrow and the Next Day,0,0,,,,False,0.6,en,2014-06-02,4,0.0,0
12,Архипелаг,0,0,"Drama, Adventure",Russia,Lendoc,False,0.6,ru,,,0.0,0
13,Body Double 1,0,0,,,,False,0.805,fr,1995-01-01,,0.0,0
14,Body Double 2,0,0,,,,False,0.655,fr,1995-01-01,,0.0,0
15,Devil Hunter Yohko,0,0,"Action, Animation, Comedy, Drama, Fantasy, Horror",,,False,0.6,ja,1990-12-01,50,9.0,1
16,Si le shampooing était illégal... (Drame capillaire),0,0,Comedy,,,False,0.6,fr,,4,0.0,0
17,Pipi the Flightless Firefly,0,0,"Family, Animation",Japan,Mushi Production,False,1.165,ja,1995-10-01,90,0.0,0
18,Savage Attack,0,0,Action,Russia,,False,0.6,ru,,,0.0,0
19,Mr. Toilet: The World's #2 Man,0,0,Documentary,,,False,0.6,en,2019-04-27,87,0.0,0
20,RICO DALASAM - PROCURE,0,0,,,,False,0.6,en,,,0.0,0
21,Body Double 3,0,0,,,,False,0.655,fr,1995-01-01,,0.0,0
22,ЭПРОН: Сокровища погибшего корабля,0,0,Adventure,Russia,New People,False,0.6,ru,,,0.0,0
23,Tourist-A,0,0,,,,False,0.6,en,,4,0.0,0
24,Feed to Kill,0,0,,,,False,0.6,en,,4,0.0,0
25,Queen of Snakes,0,0,"Science Fiction, Horror",United States of America,All For George Productions,False,0.6,en,2019-04-24,69,0.0,0
26,Voyagers,0,0,"Science Fiction, Thriller",United States of America,,False,0.629,en,,,0.0,0
27,Kate,0,0,"Action, Thriller",United States of America,Clubhouse Pictures (II),False,0.654,en,,,0.0,0
28,Total Recall,0,0,,,,False,1.34,en,1987-01-01,30,0.0,0
29,Chippendales: Off the Cuff,0,0,Documentary,United States of America,,False,0.811,en,2019-04-30,50,0.0,0
30,The Water Princess,0,0,Animation,,,False,0.6,en,2019-05-07,8,0.0,0
31,My Sweetheart,0,0,"Drama, Romance",France,,False,0.6,fr,2011-09-22,23,0.0,0
32,Forman vs. Forman,0,0,Documentary,"Czech Republic, France","Alegria Productions, Česká televize, ARTE, Negativ",False,0.6,cs,2019-05-18,77,0.0,0
33,Americano,0,0,Drama,,,False,1.502,en,2018-10-14,25,0.0,0
34,Les Silences de Johnny,0,0,Documentary,France,"Ciné+, Les films du Phœnix",False,1.355,fr,2019-05-24,55,0.0,0
35,The Passion of Anna Magnani,0,0,Documentary,"France, Italy","Les Films du Poisson, Zenit Arti audiovisive",False,1.09,it,2019-05-20,60,0.0,0
