,title,budget,revenue,genres,production_countries,production_companies,adult,popularity,original_language,release_date,runtime,vote_average,vote_count
0,Frau Eva,0,0,Drama,Germany,Messters Projektion GmbH,False,0.644,de,1916-02-01,62,0.0,0
1,George Benson: The Art of Jazz Guitar,0,0,,,,False,0.6,en,,65,0.0,0
2,Herb Ellis: Swing Jazz Soloing and Comping,0,0,Music,,,False,0.6,en,1991-01-22,90,0.0,0
3,Jazz for the Electric Blues Guitarist,0,0,,,,False,0.6,en,,76,0.0,0
4,Jimmy Bruno: No Nonsense Jazz Guitar,0,0,,,,False,0.6,en,,120,0.0,0
5,Joe Pass: Jazz Lines,0,0,,,,False,0.6,en,,90,0.0,0
6,Der Liebesbrief der Königin,0,0,Comedy,Germany,Messter Film Berlin,False,0.6,de,1917-03-30,65,0.0,0
7,Learn Blues Guitar With 6 Great Masters!,0,0,,,,False,0.6,en,,31,0.0,0
8,The Voice of The Wind,0,0,Documentary,"Spain, France",,False,0.6,es,,92,10.0,1
9,Fred Sokolow: Playing and Understanding Jazz Guitar,0,0,,,,False,0.6,en,,75,0.0,0
10,Funk Rhythm Guitar With Ross Bolton Part 1,0,0,,,,False,0.6,en,,100,0.0,0
11,Der standhafte Benjamin,0,0,,Germany,Messter Film Berlin,False,0.6,de,1917-03-23,73,0.0,0
12,Veilchen Nr. 4,0,0,,Germany,Messter Film Berlin,False,0.6,de,1917-10-01,53,0.0,0
13,Die Hindernisehe,0,0,,Austria,Sascha Film-Industrie AG,False,0.6,de,1919-01-31,57,0.0,0
14,The Divine Spark,0,0,Music,"United Kingdom, Italy",Alleanza Cinematografica Italiana (A.C.I.),False,0.6,en,1935-06-01,82,0.0,0
15,Die drei Tänze der Mary Wilford,0,0,Drama,Germany,Ungo-Film Unger & Gottschalk,False,0.6,de,1920-04-01,,0.0,0
16,Mr. Night has a Day Off,0,0,"Comedy, Animation",Lithuania,,False,0.6,xx,2016-05-25,2,0.0,0
17,Die Nachtigall,0,0,,Russia,Lenfilm,False,0.6,ru,1980-07-01,,0.0,0
18,"Ember, Filth, Fly",0,0,,,,False,0.6,en,2016-11-19,16,0.0,0
19,Snapdragons,0,0,,,,False,0.64,en,2016-01-01,10,0.0,0
20,Dolly Dots - We Believe In Love,0,0,Music,Netherlands,Universal Music,False,1.4,nl,2006-01-01,,0.0,0
21,Somewhere,0,0,Animation,France,,False,0.6,en,2016-03-10,6,0.0,0
22,Walter.doc - o tempo é sempre presente,0,0,Documentary,,,False,0.841,pt,2000-01-01,,0.0,0
23,Red Sand: A Mass Effect Fan Film,10000,0,"Action, Science Fiction",United States of America,University of Advancing Technology,False,1.4,en,2012-10-07,14,0.0,0
24,"Gimba, Presidente dos Valentes",0,0,Drama,,,False,0.6,pt,1963-06-22,,0.0,0
25,Otto live - Holdrio Again,0,0,Comedy,,,False,0.6,de,2016-11-18,,9.0,1
26,Pike River,0,0,"Drama, Documentary",New Zealand,Screentime,False,0.607,en,2016-11-21,,0.0,0
27,Upstate Purgatory,0,0,,,,False,0.608,en,2016-11-19,19,0.0,0
28,Long Story Short,0,0,,,,False,0.6,en,,45,0.0,0
29,Böhse Onkelz - VAYA CON TIOZ - (Disk 1/4 - Erster Tag),0,0,"Documentary, Music",,,False,0.622,de,2007-02-16,,10.0,1
30,Het 14e kippetje,0,0,,,,False,0.696,nl,1998-10-01,,6.5,2
31,Donna Summer - Live,0,0,Music,Germany,Falco,False,0.6,nl,2005-01-01,,0.0,0
32,"Maíz, copal y candela",0,0,Documentary,Honduras,,False,0.84,es,1984-01-02,34,0.0,0
33,Il était une fois en France,0,0,,France,,False,0.6,fr,,,0.0,0
34,Action,0,0,Western,United States of America,Universal Film Manufacturing Company,False,0.6,en,1921-09-12,,0.0,0
35,Ashes of Hope,0,0,Western,United States of America,Triangle Film Corporation,False,0.6,en,1917-10-06,,0.0,0
