,title,budget,revenue,genres,production_countries,production_companies,adult,popularity,original_language,release_date,runtime,vote_average,vote_count
0,Slits,0,0,,,,False,0.6,en,,,0.0,0
1,Mickey's Christmas Crisis,0,0,"Comedy, Animation",United States of America,Walt Disney Television Animation,False,1.359,en,2000-09-16,6,6.0,4
2,Alien Sex Fiend Purple Glistener,0,0,,,,False,0.6,en,,,0.0,0
3,Easyriders No.4,0,0,,,,False,0.6,en,,55,0.0,0
4,Mickey's Mountain,0,0,Animation,,Walt Disney Television Animation,False,1.885,en,2000-02-26,6,6.0,3
5,A Free Ride,0,0,Comedy,United States of America,Universal Pictures,False,0.624,en,1925-11-16,,7.0,1
6,Pit Crew,0,0,Animation,,Walt Disney Television Animation,False,1.4,en,2001-03-10,6,6.0,2
7,Scorned,0,0,Horror,United States of America,Aspiring Films,False,0.881,en,2010-06-15,91,0.0,0
8,Obsessed,0,0,Horror,Hong Kong,CLIC Limited,False,0.6,cn,1983-12-01,85,0.0,0
9,Vicky Leandros singt Mikis Theodorakis,0,0,Music,Germany,,False,0.842,de,2003-11-24,,0.0,0
10,Evolve 40,0,0,,United States of America,,False,0.638,en,2015-03-27,154,0.0,0
11,WWN Supershow: Mercury Rising 2015,0,0,,,,False,0.6,en,2015-03-28,180,0.0,0
12,Evolve 41,0,0,,United States of America,,False,0.606,en,2015-04-17,133,0.0,0
13,Evolve 42,0,0,,United States of America,,False,0.6,en,2015-04-18,122,0.0,0
14,Evolve 43,0,0,,United States of America,,False,0.66,en,2015-05-30,151,0.0,0
15,Riverdance - Best Of Riverdance,0,0,Music,,,False,0.884,en,2005-10-28,115,0.0,0
16,Evolve 44,0,0,,United States of America,,False,0.66,en,2015-05-31,142,0.0,0
17,The Tiger Man,0,0,Western,United States of America,William S. Hart Productions,False,0.6,en,1918-04-30,63,0.0,0
18,Evolve 46,0,0,,United States of America,,False,0.886,en,2015-07-11,128,5.0,1
19,Girls Aloud: Live at Wembley,0,0,Music,,,False,0.6,en,2007-02-20,130,0.0,0
20,The Head and the Heart - Live At The Greek,0,0,,,,False,0.6,en,2014-09-05,,0.0,0
21,Los millones de Chaflán,0,0,,,,False,0.6,es,1938-08-29,,0.0,0
22,Trùm Cỏ,0,0,Comedy,,,False,0.881,vi,2015-09-11,120,3.5,1
23,Alimony Lovers,0,0,Drama,United States of America,,False,0.6,en,1969-04-02,74,0.0,0
24,Gael Force,0,0,Music,,,False,1.341,en,2000-05-30,101,0.0,0
25,For Love and Money,0,0,"Crime, Drama",United States of America,,False,1.091,en,1967-12-13,75,0.0,0
26,Salaryman 6,0,0,"Drama, Mystery",,,False,0.6,ja,2002-07-26,7,5.0,1
27,Tornado Warning,0,0,,,,False,0.805,en,2006-05-31,22,0.0,0
28,Like Crazy,0,0,"Drama, Comedy","France, Italy","Rai Cinema, Lotus Production, Manny Films, 01 Distribution",False,7.155,it,2016-05-17,116,7.5,470
29,Sensuous Doll,0,0,,,,False,0.951,fr,1973-10-03,80,0.0,0
30,Alexis Ronan,0,0,,,,False,0.683,en,2015-04-25,,0.0,0
31,Filme de Aborto,0,0,,,,False,0.6,en,2016-01-28,63,0.0,0
32,L'uomo che aveva picchiato la testa,0,0,Documentary,,,False,0.951,it,2009-05-16,,6.0,1
33,Caged Desires,0,0,Crime,United States of America,Hollywood Cinema Associates,False,1.4,en,1970-01-01,75,0.0,0
34,La conquête de clichy,0,0,,,,False,0.6,fr,1995-04-12,,0.0,0
35,Promise Land,0,0,Drama,,,False,0.846,en,2013-04-20,,0.0,0
36,Taxi Dancers,0,0,Action,United States of America,American New Wave Films,False,0.631,en,1993-01-01,87,0.0,0
37,Fragments sur la misère,0,0,,,,False,0.6,fr,1999-02-10,,0.0,0
38,The Best Part,0,0,,,,False,0.909,fr,1955-12-30,90,7.0,2
39,The Peter Tchaikovsky Story,0,0,"Music, History",United States of America,Walt Disney Productions,False,0.621,ab,1959-06-29,,7.0,1
40,Freddy Hotel,0,0,,,,False,0.603,it,2014-07-09,89,0.0,0
41,No Candies from Heaven,0,0,Documentary,Greece,"Two Thirty Five, FilmSixteen, A&G Films Media Entertainment",False,0.603,ab,2016-02-04,73,0.0,0
42,La condesa María,0,0,"Drama, Comedy",Spain,Compañía Industrial Film Español S.A. (CIFESA),False,0.874,es,1942-11-25,,5.0,1
43,A Thing of Beauty,0,0,,United States of America,Evil Angel,True,0.6,en,2015-06-10,148,0.0,0
44,Midnight,0,0,,,,False,0.87,zh,1981-01-01,150,5.0,1
45,The Very Friendly Neighbors,0,0,Drama,United States of America,,False,1.341,en,1969-01-01,88,0.0,0
