,title,budget,revenue,genres,production_countries,production_companies,adult,popularity,original_language,release_date,runtime,vote_average,vote_count
0,The Waitress,0,0,,,,False,0.68,ar,2013-12-28,90,0.0,0
1,Street Fighter: The Animated Series,0,0,,,,False,0.6,ru,,,5.0,1
2,Mountain,0,0,Drama,"United States of America, Italy, France","Rai Cinema, Cineric, Citrullo International, Ciné-Sud Promotion, Zivago Media",False,0.606,it,2016-07-28,107,0.0,0
3,Beautiful People,0,0,,Greece,,False,0.6,el,2001-11-23,,10.0,1
4,Brindavanam,0,0,"Comedy, Drama",India,Vansan Movies,False,2.449,ta,2017-05-26,130,7.0,3
5,Safari,0,0,Documentary,"Austria, Denmark",Ulrich Seidl Film Produktion GmbH,False,2.575,de,2016-09-16,90,6.0,7
6,The Killer of Montmartre,1007640,0,Animation,France,Sajtinac Production,False,0.701,fr,2007-10-25,50,5.0,1
7,"Sounder, part 2",0,0,Drama,United States of America,ABC Pictures,False,0.6,en,1992-06-20,98,0.0,0
8,American Anarchist,0,0,Documentary,United States of America,"Patna Pictures, Bow and Arrow Entertainment",False,3.675,en,2016-09-02,80,6.7,24
9,Hacker,2000000,0,"Crime, Drama, Thriller","Canada, Hong Kong, Kazakhstan, Thailand, United States of America","Sataifilm, Know Rules Media, Brillstein Entertainment Partners",False,5.974,en,2016-09-15,95,6.4,147
10,The Orchid Seller,0,0,,"Mexico, Venezuela","Lucía Films, Malandro Films",False,0.6,es,2016-09-05,75,0.0,0
11,Walking with the Ferryman,0,0,"Fantasy, Drama",United Kingdom,,False,0.828,en,2014-05-31,54,0.0,0
12,Dragon Gate USA: Untouchable 2009,0,0,,,Dragon Gate - USA,False,0.843,en,2009-06-11,118,0.0,0
13,Lonely Planet,0,0,"Drama, Romance",Spain,,False,0.958,en,2014-10-19,24,9.0,1
14,Deadly Twins,0,0,"Action, Drama",,,False,0.6,en,1985-09-02,87,10.0,1
15,The Black Crystal,0,0,,,,False,1.4,en,1990-09-01,70,0.0,0
16,Boran,0,0,"Thriller, Crime, Drama",Germany,Senator Film Produktion,False,0.6,de,2002-01-22,,0.0,0
17,Banshiwala,0,0,,,,False,0.881,bn,2010-11-19,105,0.0,0
18,Herzentöter,0,0,Drama,Germany,Regina Ziegler Filmproduktion,False,0.902,de,2006-11-18,,6.5,2
19,Route 42,0,0,Drama,Japan,,False,1.4,en,2012-11-21,109,0.0,0
20,"Jürgen von der Lippe - Männer, Frauen, Vegetarier",0,0,Comedy,Germany,,False,1.091,de,2000-02-23,,0.0,0
21,Jürgen von der Lippe - Alles was ich liebe,0,0,,,,False,1.4,de,2007-03-22,,0.0,0
22,TNA One Night Only: Victory Road 2,0,0,,,,False,0.6,en,2016-05-20,,0.0,0
23,TNA One Night Only: World Cup of Wrestling 4,0,0,,,,False,0.6,en,2016-07-22,,0.0,0
24,Rafael Cancel Miranda: I'm not sorry for what I did,0,0,Documentary,Puerto Rico,Unidad de Cine y TV de la Universidad de Puerto Rico (UCTV),False,1.4,es,2016-07-18,29,0.0,0
25,Firestar: First Contact,0,0,Science Fiction,United Kingdom,Ice International,False,0.877,en,1991-01-01,,5.0,1
26,The Kingfisher,0,0,,,,False,0.6,en,1983-01-01,80,0.0,0
27,Giant Rumble,0,0,,,,False,0.6,en,,93,0.0,0
28,Secrets in the Attic,0,0,Thriller,Canada,Pender Street Pictures 4,False,1.446,en,2016-08-01,90,3.6,5
29,Look If You Dare,0,0,Horror,Malaysia,,False,0.6,en,2016-07-19,4,0.0,0
30,One Per Person,0,0,,,,False,0.6,en,,9,0.0,0
31,Ouija Summoning,150000,0,Horror,"Egypt, United States of America",Great Movies GmbH,False,1.96,en,2015-01-01,90,4.5,12
32,A Loud Silence,0,0,,Indonesia,Dasawarna Pictures,False,0.6,en,2015-07-02,5,0.0,0
33,Rondalla,0,0,,,,False,1.341,en,1949-10-06,77,0.0,0
34,Juan Luis Guerra - A Son de Guerra World Tour 2010,0,0,Music,Dominican Republic,,False,1.128,en,2010-08-20,120,10.0,1
35,Mainichi ga natsuyasumi,0,0,Comedy,Japan,"Sundance Company, PIONEER LDC",False,0.6,ja,1994-06-11,94,0.0,0
36,John Jansen,0,0,Documentary,,,False,0.6,nl,2016-09-22,123,6.0,1
37,Sofía Niño de Rivera Expuesta,0,0,,,,False,0.6,es,,,8.0,1
38,Rectangle.Triangle.Triangle,0,0,Animation,,,False,0.844,en,2010-08-27,1,0.0,0
39,Ein dreifach Hoch dem Sanitätsgefreiten Neumann,0,0,Comedy,Germany,,False,0.84,de,1969-03-14,,0.0,0
